Citance Number: 1 |  Reference Article:  N06-2049.xml  |  Citing Article:  C10-2139.xml  |  Citation Marker Offset:  ['290']  |  Citation Marker:  Zh ang et al., 200 6  |  Citation Offset:  ['290','305']  |  Citation Text:  <S sid ="290" ssid = "189">AS C U MS R PK U (Zh ang et al., 200 6) 95.</S><S sid ="305" ssid = "204">2 Table 5: Segmentation performance presented in previous work and of our combination model.</S>  | Reference Offset: ['31','97','120',] | Reference Text: <S sid ="31" ssid = "9">There are several steps to train a subword-based IOB tag- ger.</S><S sid ="97" ssid = "26">71 0 0.</S><S sid ="120" ssid = "49">71 2 0.9 67 0.9 76 Table 3: Effects of combination using the confidence measure.</S> | Discourse Facet: Aim_Citation | Annotator: xukey, WHU |
Citance Number: 12 |  Reference Article:  N06-2049.xml  |  Citing Article:  P07-1106.xml  |  Citation Marker Offset:  ['172']  |  Citation Marker:  2006  |  Citation Offset:  ['172','173']  |  Citation Text:  <S sid ="172" ssid = "72">We chose the three models that achieved at least one best score in the closed tests from Emerson (2005), as well as the sub-word-based model of Zhang et al.</S><S sid ="173" ssid = "73">(2006) for comparison.</S>  | Reference Offset: ['16','42','97',] | Reference Text: <S sid ="16" ssid = "16">In this work we propose a confidence measure approach to lessen the weakness.</S><S sid ="42" ssid = "20">We did not conduct comparative experiments because trivial differences of these approaches may not result in significant consequences to the subword-based ap proach.</S><S sid ="97" ssid = "26">71 0 0.</S> | Discourse Facet: Aim_Citation | Annotator: xukey, WHU |
Citance Number: 13 |  Reference Article:  N06-2049.xml  |  Citing Article:  P12-1027.xml  |  Citation Marker Offset:  ['189']  |  Citation Marker:  2006  |  Citation Offset:  ['188']  |  Citation Text:  <S sid ="188" ssid = "41">Best05 represents the best system of the Second International Chinese Word Segmentation Bakeoff on the corresponding data; CRF + rule-system represents confidence- based combination of CRF and rule-based models, presented in Zhang et al.</S><S sid ="189" ssid = "42">(2006).</S>  | Reference Offset: ['8','73','117',] | Reference Text: <S sid ="8" ssid = "8">In this work we propose a subword-based IOB tagging, which assigns tags to a predefined lexicon subset consisting of the most frequent multiple-character words in addition to single Chinese characters.</S><S sid ="73" ssid = "2">The data contain four corpora from different sources: Academia Sinica (AS), City University of Hong Kong (CITYU), Peking University (PKU) and Microsoft Research in Beijing (MSR).</S><S sid ="117" ssid = "46">77 5 0.</S> | Discourse Facet: Method_Citation | Annotator: xukey, WHU |
Citance Number: 14 |  Reference Article:  N06-2049.xml  |  Citing Article:  W06-0118.xml  |  Citation Marker Offset:  ['14']  |  Citation Marker:  Zhang et al., 2006  |  Citation Offset:  ['14']  |  Citation Text:  <S sid ="14" ssid = "2">Also, the CRF model using maximum subword-based tagging (Zhang et al., 2006)</S>  | Reference Offset: ['29','115','33',] | Reference Text: <S sid ="29" ssid = "7">We will use this advantage in the confidence measure approach.</S><S sid ="115" ssid = "44">68 2 0.</S><S sid ="33" ssid = "11">Qc 2006 Association for Computational Linguistics input å’˜ã£…á¯¹Ô£à³¼à£«Ò€á?– +XDQJ<LQJ&KXQ OLYHV LQ %HLMLQJFLW\ Dictionary-based word segmentation å’˜ ã£… á¯¹ Ô£ à³¼ à£«Ò€á?– +XDQJ <LQJ &KXQ OLYHV LQ %HLMLQJFLW\ Subword-based IOB tagging å’˜/% ã£…/, á¯¹/, Ô£/2 à³¼/2 à£«Ò€/% á?–/, +XDQJ/% <LQJ/, &KXQ/, OLYHV/2 LQ/2 %HLMLQJ/% FLW\/, Confidence-based segmentation å’˜/% ã£…/, á¯¹/, Ô£/2 à³¼/2 à£«Ò€/% á?–/, +XDQJ/% <LQJ/, &KXQ/, OLYHV/2 LQ/2 %HLMLQJ/% FLW\/, output å’˜ã£…á¯¹ Ô£ à³¼ à£«Ò€á?– +XDQJ<LQJ&KXQ OLYHV LQ %HLMLQJFLW\ Figure 1: Outline of word segmentation process data.</S> | Discourse Facet: Aim_Citation | Annotator: xukey, WHU |
Citance Number: 15 |  Reference Article:  N06-2049.xml  |  Citing Article:  W06-0118.xml  |  Citation Marker Offset:  ['24']  |  Citation Marker:  Zhang et al., 2006  |  Citation Offset:  ['24']  |  Citation Text:  <S sid ="24" ssid = "12">Recently (Zhang et al., 2006) proposed a maximum subword-based IOB tagger for Chinese word segmentation, and our system applies their approach which obtains a very high accuracy on the shared task data from previous SIGHAN competitions.</S>  | Reference Offset: ['6','85','69',] | Reference Text: <S sid ="6" ssid = "6">Under the scheme, each character of a word is labeled as â€˜Bâ€™ if it is the first character of a multiple-character word, or â€˜Oâ€™ if the character functions as an independent word, or â€˜Iâ€™ otherwise.â€? For example, â€? (whole) (Beijing city)â€? is labeled as â€? (whole)/O (north)/B (capital)/I (city)/Iâ€?.</S><S sid ="85" ssid = "14">3.1 Effects of the Character-based and the.</S><S sid ="69" ssid = "47">For the two extreme cases, t = 0 is the case of the IOB tagging while t = 1 is that of the dictionary-based approach.</S> | Discourse Facet: Method_Citation | Annotator: xukey, WHU |
Citance Number: 16 |  Reference Article:  N06-2049.xml  |  Citing Article:  W08-0335.xml  |  Citation Marker Offset:  ['55']  |  Citation Marker:  Zhang et al., 2006  |  Citation Offset:  ['55','56']  |  Citation Text: <S sid ="55" ssid = "21">Part of the work using this tool was described by (Zhang et al., 2006).</S><S sid ="56" ssid = "22">The approach was reported to achieve the highest word segmentation accuracy using the data from the second Sighan Bakeoff.</S>  | Reference Offset: ['10','49','143',] | Reference Text: <S sid ="10" ssid = "10">Taking the same example mentioned above, â€œ (whole) (Beijing city)â€? is labeled as â€? (whole)/O (Beijing)/B (city)/Iâ€? in the subword-based tagging, where â€? (Beijing)/Bâ€? is labeled as one unit.</S><S sid ="49" ssid = "27">0 means the current word; âˆ’1, âˆ’2, the first or second word to the left; 1, 2, the first or second word to the right.</S><S sid ="143" ssid = "12">For AS corpus, â€œAdam Smithâ€? are two words in the training but become a one- word in the test, â€œAdamSmithâ€?.</S> | Discourse Facet: Method_Citation | Annotator: xukey, WHU |
Citance Number: 17 |  Reference Article:  N06-2049.xml  |  Citing Article:  W08-0335.xml  |  Citation Marker Offset:  ['160']  |  Citation Marker:  Zhang et al., 2006  |  Citation Offset:  ['160']  |  Citation Text:  <S sid ="160" ssid = "19">Note a lexicon and a LM are the only needed resources for building a dictionary-based CWS, like the Ã¢â‚¬Å“dict-hybrid.Ã¢â‚¬Â� (Zhang et al., 2006) We used the Ã¢â‚¬Å“dict-hybridÃ¢â‚¬Â� to segment the SMT training corpus and test data.</S>  | Reference Offset: ['34','128','97',] | Reference Text: <S sid ="34" ssid = "12">We chose all the single characters and the top multi- character words as a lexicon subset for the IOB tagging.</S><S sid ="128" ssid = "57">97 1 0.</S><S sid ="97" ssid = "26">71 0 0.</S> | Discourse Facet: Aim_Citation | Annotator: xukey, WHU |
Citance Number: 18 |  Reference Article:  N06-2049.xml  |  Citing Article:  W10-4128.xml  |  Citation Marker Offset:  ['11']  |  Citation Marker:  Zhang et al., 2006  |  Citation Offset:  ['11']  |  Citation Text:  <S sid ="11" ssid = "11">Some previous work (Peng et al., 2004; Tseng et al., 2005; Low et al., 2005) illustrated the effectiveness of using characters as tagging units, while literatures (Zhang et al., 2006; Zhao and Kit, 2007a; Zhang and Clark, 2007) focus on employing lexical words or subwords as tagging units.</S>  | Reference Offset: ['5','27','46',] | Reference Text: <S sid ="5" ssid = "5">The character-based â€œIOBâ€? tagging approach has been widely used in Chinese word segmentation recently (Xue and Shen, 2003; Peng and McCallum, 2004; Tseng et al., 2005).</S><S sid ="27" ssid = "5">Since the dictionary-based approach is a well-known method, we skip its technical descriptions.</S><S sid ="46" ssid = "24">In order to overcome overfitting, a gaussian prior was imposed in the training.</S> | Discourse Facet: Aim_Citation | Annotator: xukey, WHU |
Citance Number: 19 |  Reference Article:  N06-2049.xml  |  Citing Article:  W10-4135.xml  |  Citation Marker Offset:  ['11']  |  Citation Marker:  Zhang et al., 2006  |  Citation Offset:  ['11']  |  Citation Text:  <S sid ="11" ssid = "11">For this purpose, our system is based on a combination of subword-based tagging method (Zhang et al., 2006) and accessor variety-based new word recognition method (Feng et al., 2004).</S>  | Reference Offset: ['13','66','56',] | Reference Text: <S sid ="13" ssid = "13">In addition, we found a clear weakness with the IOB tagging approach: It yields a very low in-vocabulary (IV) rate (R-iv) in return for a higher out-of-vocabulary (OOV) rate (R-oov).</S><S sid ="66" ssid = "44">A confidence measure threshold, t, was defined for making a decision based on the value.</S><S sid ="56" ssid = "34">The dictionary-based segmentation produced results with higher R-ivs but lower R-oovs while the IOB tagging yielded the contrary results.</S> | Discourse Facet: Method_Citation | Annotator: xukey, WHU |
Citance Number: 20 |  Reference Article:  N06-2049.xml  |  Citing Article:  W10-4135.xml  |  Citation Marker Offset:  ['25']  |  Citation Marker:  Zhang et al., 2006  |  Citation Offset:  ['25']  |  Citation Text:  <S sid ="25" ssid = "11">Feature Template Description f) in(str, subword-list) is str in subword list g) in(str, confident-word-list) is str in confident-word list Table 2: Subword Features for CRF-based Segmenter dure for constructing a subword list is similar to the one used in (Zhang et al., 2006).</S>  | Reference Offset: ['21','78','119',] | Reference Text: <S sid ="21" ssid = "21">Section 4 describes current state- of-the-art methods for Chinese word segmentation, with which our results were compared.</S><S sid ="78" ssid = "7">For the dictionary-based approach, we extracted a word list from the training data as the vocabulary.</S><S sid ="119" ssid = "48">67 4 0.</S> | Discourse Facet: Aim_Citation | Annotator: xukey, WHU |
Citance Number: 21 |  Reference Article:  N06-2049.xml  |  Citing Article:  W10-4135.xml  |  Citation Marker Offset:  ['30']  |  Citation Marker:  Zhang et al., 2006  |  Citation Offset:  ['30']  |  Citation Text:  <S sid ="30" ssid = "16">See the details of subword-based Chinese word segmentation in (Zhang et al., 2006)</S>  | Reference Offset: ['7','72','107',] | Reference Text: <S sid ="7" ssid = "7">We found that so far all the existing implementations were using character-based IOB tagging.</S><S sid ="72" ssid = "1">We used the data provided by Sighan Bakeoff 2005 to test our approaches described in the previous sections.</S><S sid ="107" ssid = "36">3.2 Effect of the confidence measure.</S> | Discourse Facet: Aim_Citation | Annotator: xukey, WHU |
Citance Number: 22 |  Reference Article:  N06-2049.xml  |  Citing Article:  W10-4138.xml  |  Citation Marker Offset:  ['22']  |  Citation Marker:  2006  |  Citation Offset:  ['21','22']  |  Citation Text:  <S sid ="21" ssid = "14">Thus, the bigram Ã¢â‚¬Å“RAIL ENQUIRIESÃ¢â‚¬Â� gives a misleading probability that Ã¢â‚¬Å“RAILÃ¢â‚¬Â� is followed by Ã¢â‚¬Å“ENQUIRIESÃ¢â‚¬Â� irrespective of what precedes it.</S><S sid ="22" ssid = "15">This problem happens not only with word-token corpora but also with corpora in which all the compounds are tagged as units since overlapping N- grams still appear, therefore corresponding solutions such as those of Zhang et al.</S><S sid ="23" ssid = "16">(2006) were proposed.</S>  | Reference Offset: ['12','40','88',] | Reference Text: <S sid ="12" ssid = "12">âˆ— Now the second author is affiliated with NTT.</S><S sid ="40" ssid = "18">For example, â€œ (Beijing-city)â€? can be segmented as â€œ (Beijing-city)/O,â€? or â€œ (Beijing)/B (city)/I,â€? or â€? (north)/B (capital)/I (city)/I.â€? In this work we used forward maximal match (FMM) for disambiguation.</S><S sid ="88" ssid = "17">For the subword-based tagging, we added another 2000 most frequent multiple- character words to the lexicons for tagging.</S> | Discourse Facet: Aim_Citation | Annotator: xukey, WHU |
