Citance Number: 1 | Reference Article:   I05-5011.xml | Citing Article:  C08-1107.xml | Citation Marker Offset:  ['19'] | Citation Marker:  Sekine, 2005 | Citation Offset:  ['18','19'] | Citation Text:  <S sid ="18" ssid = "18">This sparked intensive research on unsupervised acquisition of entailment rules (and similarly paraphrases) e.g.</S><S sid ="19" ssid = "19">(Lin and Pantel, 2001; Szpektor et al., 2004; Sekine, 2005).</S> | Reference Offset:  ['22', '40', '167', '204'] | Reference Text:  <S sid ="22" ssid = "22">In this paper, we will propose an unsupervised method to discover paraphrases from a large untagged corpus.</S><S sid ="40" ssid = "16">The NE tagger is a rule-based system with 140 NE categories [Sekine et al. 2004].</S><S sid ="167" ssid = "14">Another approach to finding paraphrases is to find phrases which take similar subjects and objects in large corpora by using mutual information of word distribution [Lin and Pantel 01].</S><S sid ="204" ssid = "1">We proposed an unsupervised method to discover paraphrases from a large untagged corpus.</S> | Discourse Facet:  Method_Citation | Annotator:  CIST |

Citance Number: 5 | Reference Article:   I05-5011.xml | Citing Article:  E09-1025.xml | Citation Marker Offset:  ['27'] | Citation Marker:  Sekine, 2005 | Citation Offset:  ['27'] | Citation Text:  <S sid ="27" ssid = "1">A number of automatically acquired inference rule/paraphrase collections are available, such as (Szpektor et al., 2004), (Sekine, 2005).</S> | Reference Offset:  ['40', '164', '16', '202'] | Reference Text:  <S sid ="40" ssid = "16">The NE tagger is a rule-based system with 140 NE categories [Sekine et al. 2004].</S><S sid ="164" ssid = "11">There have been other kinds of efforts to discover paraphrase automatically from corpora.</S><S sid ="16" ssid = "16">For example, we can easily imagine that the number of paraphrases for “A buys B” is enormous and it is not possible to create a comprehensive inventory by hand.</S><S sid ="202" ssid = "29">Also, expanding on the techniques for the automatic generation of extraction patterns (Riloff 96; Sudo 03) using our method, the extraction patterns which have the same meaning can be automatically linked, enabling us to produce the final table fully automatically.</S> | Discourse Facet:  ['Method_Citation', 'Implication_Citation'] | Annotator:  CIST |


Citance Number: 6 | Reference Article:   I05-5011.xml | Citing Article:  I08-1070.xml | Citation Marker Offset:  ['53'] | Citation Marker:  Sekine, 2005 | Citation Offset:  ['53'] | Citation Text:  <S sid ="53" ssid = "24">To avoid the drawback, several linguistic clues, such as fine-grained classification of named entities and coordinated sentences, have been utilized (Sekine, 2005; Torisawa, 2006).</S> | Reference Offset:  ['3', '23', '171', '84'] | Reference Text:  <S sid ="3" ssid = "3">We focus on phrases which connect two Named Entities (NEs), and proceed in two stages.</S><S sid ="23" ssid = "23">We are focusing on phrases which have two Named Entities (NEs), as those types of phrases are very important for IE applications.</S><S sid ="171" ssid = "18">This can be repeated several times to collect a list of author / book title pairs and expressions.</S><S sid ="84" ssid = "5">The procedure using the tagged sentences to discover paraphrases takes about one hour on a 2GHz Pentium 4 PC with 1GB of memory.</S> | Discourse Facet:  Method_Citation | Annotator:  CIST |


Citance Number: 7 | Reference Article:   I05-5011.xml | Citing Article:  J10-3003.xml | Citation Marker Offset:  ['429'] | Citation Marker:  2005 | Citation Offset:  ['429'] | Citation Text:  <S sid ="429" ssid = "302">As a later reﬁnement, Sekine (2005) makes a similar attempt at using distributional similarity over named entity pairs in order to produce a list of fully lexicalized phrasal paraphrases for speciﬁc concepts represented by keywords.</S> | Reference Offset:  ['167', '202', '171', '203'] | Reference Text:  <S sid ="167" ssid = "14">Another approach to finding paraphrases is to find phrases which take similar subjects and objects in large corpora by using mutual information of word distribution [Lin and Pantel 01].</S><S sid ="202" ssid = "29">Also, expanding on the techniques for the automatic generation of extraction patterns (Riloff 96; Sudo 03) using our method, the extraction patterns which have the same meaning can be automatically linked, enabling us to produce the final table fully automatically.</S><S sid ="171" ssid = "18">This can be repeated several times to collect a list of author / book title pairs and expressions.</S><S sid ="203" ssid = "30">While there are other obstacles to completing this idea, we believe automatic paraphrase discovery is an important component for building a fully automatic information extraction system.</S> | Discourse Facet:  Method_Citation | Annotator:  CIST |


Citance Number: 8 | Reference Article:   I05-5011.xml | Citing Article:  J12-1003.xml | Citation Marker Offset:  ['24'] | Citation Marker:  Sekine 2005 | Citation Offset:  ['24'] | Citation Text:  <S sid ="24" ssid = "24">This has led to active research on broad-scale acquisition of entailment rules for predicates (Lin and Pantel 2001; Sekine 2005; Szpektor and Dagan 2008; Yates and Etzioni 2009; Schoenmackers et al. 2010).</S> | Reference Offset:  ['40', '167', '166', '10'] | Reference Text:  <S sid ="40" ssid = "16">The NE tagger is a rule-based system with 140 NE categories [Sekine et al. 2004].</S><S sid ="167" ssid = "14">Another approach to finding paraphrases is to find phrases which take similar subjects and objects in large corpora by using mutual information of word distribution [Lin and Pantel 01].</S><S sid ="166" ssid = "13">The availability of comparable corpora is limited, which is a significant limitation on the approach.</S><S sid ="10" ssid = "10">There has been a lot of research on such lexical relations, along with the creation of resources such as WordNet.</S> | Discourse Facet:  Method_Citation | Annotator:  CIST |


Citance Number: 9 | Reference Article:   I05-5011.xml | Citing Article:  P06-2094.xml | Citation Marker Offset:  ['65'] | Citation Marker:  Sekine 05 | Citation Offset:  ['65'] | Citation Text:  <S sid ="65" ssid = "24">We also proposed a method to find paraphrases in the context of two Named Entity instances in a large un-annotated corpus (Sekine 05).</S> | Reference Offset:  ['22', '204', '2', '1'] | Reference Text:  <S sid ="22" ssid = "22">In this paper, we will propose an unsupervised method to discover paraphrases from a large untagged corpus.</S><S sid ="204" ssid = "1">We proposed an unsupervised method to discover paraphrases from a large untagged corpus.</S><S sid ="2" ssid = "2">We propose an unsupervised method to discover paraphrases from a large untagged corpus, without requiring any seed phrase or other cue.</S><S sid ="1" ssid = "1">Automatic paraphrase discovery is an important but challenging task.</S> | Discourse Facet:  Method_Citation | Annotator:  CIST |


Citance Number: 10 | Reference Article:   I05-5011.xml | Citing Article:  P07-1058.xml | Citation Marker Offset:  ['49'] | Citation Marker:  Sekine, 2005 | Citation Offset:  ['49'] | Citation Text:  <S sid ="49" ssid = "13">Some existing entailment acquisition algorithms can add contextual constraints to the learned rules (Sekine, 2005), but most donâ€™t.</S> | Reference Offset:  ['52', '53', '40', '111'] | Reference Text:  <S sid ="52" ssid = "28">Overview of the method 2.2 Step by Step Algorithm.</S><S sid ="53" ssid = "29">In this section, we will explain the algorithm step by step with examples.</S><S sid ="40" ssid = "16">The NE tagger is a rule-based system with 140 NE categories [Sekine et al. 2004].</S><S sid ="111" ssid = "32">buy - acquire (5) buy - agree (2) buy - purchase (5) buy - acquisition (7) buy - pay (2)* buy - buyout (3) buy - bid (2) acquire - purchase (2) acquire - acquisition (2) acquire - pay (2)* purchase - acquisition (4) purchase - stake (2)* acquisition - stake (2)* unit - subsidiary (2) unit - parent (5) It is clear that these links form two clusters which are mostly correct.</S> | Discourse Facet:  Method_Citation | Annotator:  CIST |


Citance Number: 11 | Reference Article:   I05-5011.xml | Citing Article:  P07-1058.xml | Citation Marker Offset:  ['57'] | Citation Marker:  Sekine, 2005 | Citation Offset:  ['57'] | Citation Text:  <S sid ="57" ssid = "21">Many methods for automatic acquisition of rules have been suggested in recent years, ranging from distributional similarity to finding shared contexts (Lin and Pantel, 2001; Ravichandran and Hovy, 2002; Shinyama et al., 2002; Barzilay and Lee, 2003; Szpektor et al., 2004; Sekine, 2005).</S> | Reference Offset:  ['40', '151', '0', '155'] | Reference Text:  <S sid ="40" ssid = "16">The NE tagger is a rule-based system with 140 NE categories [Sekine et al. 2004].</S><S sid ="151" ssid = "72">This result suggests the benefit of using the automatic discovery method.</S><S sid ="0">Automatic Paraphrase Discovery based on Context and Keywords between NE Pairs</S><S sid ="155" ssid = "2">First, we will describe their method and compare it with our method.</S> | Discourse Facet:  Method_Citation | Annotator:  CIST |


Citance Number: 12 | Reference Article:   I05-5011.xml | Citing Article:  P07-1058.xml | Citation Marker Offset:  ['67'] | Citation Marker:  Sekine, 2005 | Citation Offset:  ['67'] | Citation Text:  <S sid ="67" ssid = "31">Indeed, the prominent approach for evaluating the quality of rule acquisition algorithms is by human judgment of the learned rules (Lin and Pantel, 2001; Shinyama et al., 2002; Barzilay and Lee, 2003; Pang et al., 2003; Szpektor et al., 2004; Sekine, 2005).</S> | Reference Offset:  ['40', '165', '167', '115'] | Reference Text:  <S sid ="40" ssid = "16">The NE tagger is a rule-based system with 140 NE categories [Sekine et al. 2004].</S><S sid ="165" ssid = "12">One of such approaches uses comparable documents, which are sets of documents whose content are found/known to be almost the same, such as different newspaper stories about the same event [Shinyama and Sekine 03] or different translations of the same story [Barzilay 01].</S><S sid ="167" ssid = "14">Another approach to finding paraphrases is to find phrases which take similar subjects and objects in large corpora by using mutual information of word distribution [Lin and Pantel 01].</S><S sid ="115" ssid = "36">One is the accuracy within a set of phrases which share the same keyword; the other is the accuracy of links.</S> | Discourse Facet:  Method_Citation | Annotator:  CIST |


Citance Number: 13 | Reference Article:   I05-5011.xml | Citing Article:  P08-1078.xml | Citation Marker Offset:  ['12'] | Citation Marker:  Sekine, 2005 | Citation Offset:  ['12'] | Citation Text:  <S sid ="12" ssid = "12">Recently, several algorithms were proposed for automatically learning entailment rules and paraphrases (viewed as bidirectional entailment rules) (Lin and Pantel, 2001; Ravichandran and Hovy, 2002; Shinyama et al., 2002; Szpektor et al., 2004; Sekine, 2005).</S> | Reference Offset:  ['12', '40', '13', '0'] | Reference Text:  <S sid ="12" ssid = "12">Recently, this topic has been getting more attention, as is evident from the Paraphrase Workshops in 2003 and 2004, driven by the needs of various NLP applications.</S><S sid ="40" ssid = "16">The NE tagger is a rule-based system with 140 NE categories [Sekine et al. 2004].</S><S sid ="13" ssid = "13">For example, in Information Retrieval (IR), we have to match a user’s query to the expressions in the desired documents, while in Question Answering (QA), we have to find the answer to the user’s question even if the formulation of the answer in the document is different from the question.</S><S sid ="0">Automatic Paraphrase Discovery based on Context and Keywords between NE Pairs</S> | Discourse Facet:  Method_Citation | Annotator:  CIST |


Citance Number: 14 | Reference Article:   I05-5011.xml | Citing Article:  P09-2063.xml | Citation Marker Offset:  ['11'] | Citation Marker:  Sekine, 2005 | Citation Offset:  ['11'] | Citation Text:  <S sid ="11" ssid = "11">Similarly, (Sekine, 2005) improved information retrieval based on pattern recognition by introducing paraphrase generation.</S> | Reference Offset:  ['0', '178', '14', '202'] | Reference Text:  <S sid ="0">Automatic Paraphrase Discovery based on Context and Keywords between NE Pairs</S><S sid ="178" ssid = "5">One possibility is to use n-grams based on mutual information.</S><S sid ="14" ssid = "14">Also, in Information Extraction (IE), in which the system tries to extract elements of some events (e.g. date and company names of a corporate merger event), several event instances from different news articles have to be aligned even if these are expressed differently.</S><S sid ="202" ssid = "29">Also, expanding on the techniques for the automatic generation of extraction patterns (Riloff 96; Sudo 03) using our method, the extraction patterns which have the same meaning can be automatically linked, enabling us to produce the final table fully automatically.</S> | Discourse Facet:  Method_Citation | Annotator:  CIST |


Citance Number: 15 | Reference Article:   I05-5011.xml | Citing Article:  P10-1124.xml | Citation Marker Offset:  ['11'] | Citation Marker:  Sekine, 2005 | Citation Offset:  ['10','11'] | Citation Text:  <S sid ="10" ssid = "10">This has led to active research on broad-scale acquisition of entailment rules for predicates, e.g.</S><S sid ="11" ssid = "11">(Lin and Pantel, 2001; Sekine, 2005; Szpektor and Dagan, 2008).</S>  | Reference Offset:  ['10', '40', '167', '195'] | Reference Text:  <S sid ="10" ssid = "10">There has been a lot of research on such lexical relations, along with the creation of resources such as WordNet.</S><S sid ="40" ssid = "16">The NE tagger is a rule-based system with 140 NE categories [Sekine et al. 2004].</S><S sid ="167" ssid = "14">Another approach to finding paraphrases is to find phrases which take similar subjects and objects in large corpora by using mutual information of word distribution [Lin and Pantel 01].</S><S sid ="195" ssid = "22">Also, the method of using keywords rules out phrases which don’t contain popular words in the domain.</S> | Discourse Facet:  Method_Citation | Annotator:  CIST |


Citance Number: 16 | Reference Article:   I05-5011.xml | Citing Article:  P11-1062.xml | Citation Marker Offset:  ['12'] | Citation Marker:  Sekine, 2005 | Citation Offset:  ['12'] | Citation Text:  <S sid ="12" ssid = "12">Thus, acquisition of such knowledge received considerable attention in the last decade (Lin and Pantel, 2001; Sekine, 2005; Szpektor and Dagan, 2009; Schoenmackers et al., 2010).</S> | Reference Offset:  ['40', '167', '19', '166'] | Reference Text:  <S sid ="40" ssid = "16">The NE tagger is a rule-based system with 140 NE categories [Sekine et al. 2004].</S><S sid ="167" ssid = "14">Another approach to finding paraphrases is to find phrases which take similar subjects and objects in large corpora by using mutual information of word distribution [Lin and Pantel 01].</S><S sid ="19" ssid = "19">So, there is a limitation that IE can only be performed for a predefined task, like “corporate mergers” or “management succession”.</S><S sid ="166" ssid = "13">The availability of comparable corpora is limited, which is a significant limitation on the approach.</S> | Discourse Facet:  Method_Citation | Annotator:  CIST |


Citance Number: 17 | Reference Article:   I05-5011.xml | Citing Article:  P11-1109.xml | Citation Marker Offset:  ['218'] | Citation Marker:  2005 | Citation Offset:  ['218'] | Citation Text:  <S sid ="218" ssid = "82">We agree with Sekine (2005) who claims that several different methods are required to discover a wider variety of paraphrases.</S> | Reference Offset:  ['2', '197', '164', '202'] | Reference Text:  <S sid ="2" ssid = "2">We propose an unsupervised method to discover paraphrases from a large untagged corpus, without requiring any seed phrase or other cue.</S><S sid ="197" ssid = "24">Rather we believe several methods have to be developed using different heuristics to discover wider variety of paraphrases.</S><S sid ="164" ssid = "11">There have been other kinds of efforts to discover paraphrase automatically from corpora.</S><S sid ="202" ssid = "29">Also, expanding on the techniques for the automatic generation of extraction patterns (Riloff 96; Sudo 03) using our method, the extraction patterns which have the same meaning can be automatically linked, enabling us to produce the final table fully automatically.</S> | Discourse Facet:  ['Method_Citation', 'Results_Citation'] | Annotator:  CIST |


Citance Number: 18 | Reference Article:   I05-5011.xml | Citing Article:  P12-1013.xml | Citation Marker Offset:  ['12'] | Citation Marker:  Sekine, 2005 | Citation Offset:  ['12'] | Citation Text:  <S sid ="12" ssid = "12">Consequently, sub stantial effort has been made to learn such rules (Lin and Pantel, 2001; Sekine, 2005; Szpektor and Dagan, 2008; Schoenmackers et al., 2010).</S> | Reference Offset:  ['40', '167', '166', '141'] | Reference Text:  <S sid ="40" ssid = "16">The NE tagger is a rule-based system with 140 NE categories [Sekine et al. 2004].</S><S sid ="167" ssid = "14">Another approach to finding paraphrases is to find phrases which take similar subjects and objects in large corpora by using mutual information of word distribution [Lin and Pantel 01].</S><S sid ="166" ssid = "13">The availability of comparable corpora is limited, which is a significant limitation on the approach.</S><S sid ="141" ssid = "62">Smith estimates Lotus will make a profit this quarter…”, our system extracts “Smith esti mates Lotus” as an instance.</S> | Discourse Facet:  Method_Citation | Annotator:  CIST |


Citance Number: 19 | Reference Article:   I05-5011.xml | Citing Article:  P12-2031.xml | Citation Marker Offset:  ['9'] | Citation Marker:  Sekine, 2005 | Citation Offset:  ['9'] | Citation Text:  <S sid ="9" ssid = "9">The significance of inference rules has led to substantial effort into developing algorithms that automatically learn inference rules (Lin and Pantel, 2001; Sekine, 2005; Schoenmackers et al., 2010), and generate knowledge resources for inference systems.</S> | Reference Offset:  ['40', '164', '19', '163'] | Reference Text:  <S sid ="40" ssid = "16">The NE tagger is a rule-based system with 140 NE categories [Sekine et al. 2004].</S><S sid ="164" ssid = "11">There have been other kinds of efforts to discover paraphrase automatically from corpora.</S><S sid ="19" ssid = "19">So, there is a limitation that IE can only be performed for a predefined task, like “corporate mergers” or “management succession”.</S><S sid ="163" ssid = "10">The number of NE instance pairs used in their experiment is less than half of our method.</S> | Discourse Facet:  Method_Citation | Annotator:  CIST |


Citance Number: 20 | Reference Article:   I05-5011.xml | Citing Article:  P12-2031.xml | Citation Marker Offset:  ['20'] | Citation Marker:  Sekine, 2005 | Citation Offset:  ['20'] | Citation Text:  <S sid ="20" ssid = "20">Some attempts were made to let annotators judge rule correctness directly, that is by asking them to judge the correctness of a given rule (Shinyama et al., 2002; Sekine, 2005).</S> | Reference Offset:  ['40', '165', '24', '49'] | Reference Text:  <S sid ="40" ssid = "16">The NE tagger is a rule-based system with 140 NE categories [Sekine et al. 2004].</S><S sid ="165" ssid = "12">One of such approaches uses comparable documents, which are sets of documents whose content are found/known to be almost the same, such as different newspaper stories about the same event [Shinyama and Sekine 03] or different translations of the same story [Barzilay 01].</S><S sid ="24" ssid = "24">After tagging a large corpus with an automatic NE tagger, the method tries to find sets of paraphrases automatically without being given a seed phrase or any kinds of cue.</S><S sid ="49" ssid = "25">keywords Step 3 Sets of phrases based on keywords Step 4 Links between sets of phrases All the contexts collected for a given domain are gathered in a bag and the TF/ITF scores are calculated for all the words except stopwords in the bag.</S> | Discourse Facet:  Method_Citation | Annotator:  CIST |


Citance Number: 21 | Reference Article:   I05-5011.xml | Citing Article:  P13-1131.xml | Citation Marker Offset:  ['134'] | Citation Marker:  2005 | Citation Offset:  ['134'] | Citation Text:  <S sid ="134" ssid = "15">Following Sekine (2005), we clustered templates that share their main verb predicate in order to scale down the number of different predicates in the corpus and collect richer word co- occurrence statistics per predicate.</S> | Reference Offset:  ['62', '184', '165', '110'] | Reference Text:  <S sid ="62" ssid = "38">Cluster phrases based on Links We now have a set of phrases which share a keyword.</S><S sid ="184" ssid = "11">It is a relatively frequent word in the domain, but it can be used in different extraction scenarios.</S><S sid ="165" ssid = "12">One of such approaches uses comparable documents, which are sets of documents whose content are found/known to be almost the same, such as different newspaper stories about the same event [Shinyama and Sekine 03] or different translations of the same story [Barzilay 01].</S><S sid ="110" ssid = "31">Here a set is represented by the keyword and the number in parentheses indicates the number of shared NE pair instances.</S> | Discourse Facet:  ['Method_Citation', 'Results_Citation'] | Annotator:  CIST |


Citance Number: 22 | Reference Article:   I05-5011.xml | Citing Article:  W12-4006.xml | Citation Marker Offset:  ['15'] | Citation Marker:  Sekine, 2005 | Citation Offset:  ['14','15'] | Citation Text:  <S sid ="14" ssid = "14">Some existing paraphrase and entailment acquisition algorithms add constraints to the learned rules (e.g.</S><S sid ="15" ssid = "15">(Sekine, 2005), (CallisonBurch, 2008)), but most do not.</S> | Reference Offset:  ['35', '40', '165', '198'] | Reference Text:  <S sid ="35" ssid = "11">As we shall see, most of the linked sets are paraphrases.</S><S sid ="40" ssid = "16">The NE tagger is a rule-based system with 140 NE categories [Sekine et al. 2004].</S><S sid ="165" ssid = "12">One of such approaches uses comparable documents, which are sets of documents whose content are found/known to be almost the same, such as different newspaper stories about the same event [Shinyama and Sekine 03] or different translations of the same story [Barzilay 01].</S><S sid ="198" ssid = "25">Applications The discovered paraphrases have multiple applications.</S> | Discourse Facet:  Method_Citation | Annotator:  CIST |


Citance Number: 23 | Reference Article:   I05-5011.xml | Citing Article:  W12-4006.xml | Citation Marker Offset:  ['41'] | Citation Marker:  Sekine, 2005 | Citation Offset:  ['41'] | Citation Text:  <S sid ="41" ssid = "11">As for paraphrase, Sekineâ€™s Paraphrase Database (Sekine, 2005) is collected using an unsupervised method, and focuses on phrases connecting two Named Entities.</S> | Reference Offset:  ['3', '23', '2', '205'] | Reference Text:  <S sid ="3" ssid = "3">We focus on phrases which connect two Named Entities (NEs), and proceed in two stages.</S><S sid ="23" ssid = "23">We are focusing on phrases which have two Named Entities (NEs), as those types of phrases are very important for IE applications.</S><S sid ="2" ssid = "2">We propose an unsupervised method to discover paraphrases from a large untagged corpus, without requiring any seed phrase or other cue.</S><S sid ="205" ssid = "2">We are focusing on phrases which have two Named Entities (NEs), as those types of phrases are very important for IE applications.</S> | Discourse Facet:  ['Implication_Citation', 'Method_Citation'] | Annotator:  CIST |
