Citance Number: 1 |  Reference Article:   I05-5011.xml  |  Citing Article:  C08-1107.xml  |  Citation Marker Offset:  ['19']  |  Citation Marker:  Sekine, 2005  |  Citation Offset:  ['18','19']  |  Citation Text:  <S sid ="18" ssid = "18">This sparked intensive research on unsupervised acquisition of entailment rules (and similarly paraphrases) e.g.</S><S sid ="19" ssid = "19">(Lin and Pantel, 2001; Szpektor et al., 2004; Sekine, 2005).</S>  | Reference Offset: ['167','56','92',] | Reference Text: <S sid ="167" ssid = "14">Another approach to finding paraphrases is to find phrases which take similar subjects and objects in large corpora by using mutual information of word distribution [Lin and Pantel 01].</S><S sid ="56" ssid = "32">Step 3.</S><S sid ="92" ssid = "13">As lower frequency examples include noise, we set a threshold that an NE category pair should appear at least 5 times to be considered and an NE instance pair should appear at least twice to be considered.</S> | Discourse Facet: Aim_Citation | Annotator: xukey, WHU |
Citance Number: 12 |  Reference Article:   I05-5011.xml  |  Citing Article:  P07-1058.xml  |  Citation Marker Offset:  ['67']  |  Citation Marker:  Sekine, 2005  |  Citation Offset:  ['67']  |  Citation Text:  <S sid ="67" ssid = "31">Indeed, the prominent approach for evaluating the quality of rule acquisition algorithms is by human judgment of the learned rules (Lin and Pantel, 2001; Shinyama et al., 2002; Barzilay and Lee, 2003; Pang et al., 2003; Szpektor et al., 2004; Sekine, 2005).</S>  | Reference Offset: ['165','59','144',] | Reference Text: <S sid ="165" ssid = "12">One of such approaches uses comparable documents, which are sets of documents whose content are found/known to be almost the same, such as different newspaper stories about the same event [Shinyama and Sekine 03] or different translations of the same story [Barzilay 01].</S><S sid ="59" ssid = "35">We then gather all phrases with the same keyword.</S><S sid ="144" ssid = "65">Evaluation of links A link between two sets is considered correct if the majority of phrases in both sets have the same meaning, i.e. if the link indicates paraphrase.</S> | Discourse Facet: Aim_Citation | Annotator: xukey, WHU |
Citance Number: 13 |  Reference Article:   I05-5011.xml  |  Citing Article:  P08-1078.xml  |  Citation Marker Offset:  ['12']  |  Citation Marker:  Sekine, 2005  |  Citation Offset:  ['12']  |  Citation Text:  <S sid ="12" ssid = "12">Recently, several algorithms were proposed for automatically learning entailment rules and paraphrases (viewed as bidirectional entailment rules) (Lin and Pantel, 2001; Ravichandran and Hovy, 2002; Shinyama et al., 2002; Szpektor et al., 2004; Sekine, 2005).</S>  | Reference Offset: ['169','66','146',] | Reference Text: <S sid ="169" ssid = "16">There has also been work using a bootstrap- ping approach [Brin 98; Agichtein and Gravano 00; Ravichandran and Hovy 02].</S><S sid ="66" ssid = "42">Our clue is the NE instance pairs.</S><S sid ="146" ssid = "67">Out of those 15 links, 4 are errors, namely â€œbuy - payâ€?, â€œacquire - payâ€?, â€œpurchase - stakeâ€? â€œacquisition - stakeâ€?.</S> | Discourse Facet: Aim_Citation | Annotator: xukey, WHU |
Citance Number: 14 |  Reference Article:   I05-5011.xml  |  Citing Article:  P09-2063.xml  |  Citation Marker Offset:  ['11']  |  Citation Marker:  Sekine, 2005  |  Citation Offset:  ['11']  |  Citation Text:  <S sid ="11" ssid = "11">Similarly, (Sekine, 2005) improved information retrieval based on pattern recognition by introducing paraphrase generation.</S>  | Reference Offset: ['201','71','167',] | Reference Text: <S sid ="201" ssid = "28">The discovered paraphrases can be a big help to reduce human labor and create a more comprehensive pattern set.</S><S sid ="71" ssid = "47">x EG, has agreed to be bought by H x EG, now owned by H x H to acquire EG x Hâ€™s agreement to buy EG Three of those phrases are actually paraphrases, but sometime there could be some noise; such as the second phrase above.</S><S sid ="167" ssid = "14">Another approach to finding paraphrases is to find phrases which take similar subjects and objects in large corpora by using mutual information of word distribution [Lin and Pantel 01].</S> | Discourse Facet: Aim_Citation | Annotator: xukey, WHU |
Citance Number: 15 |  Reference Article:   I05-5011.xml  |  Citing Article:  P10-1124.xml  |  Citation Marker Offset:  ['11']  |  Citation Marker:  Sekine, 2005  |  Citation Offset:  ['10','11']  |  Citation Text:  <S sid ="10" ssid = "10">This has led to active research on broad-scale acquisition of entailment rules for predicates, e.g.</S><S sid ="11" ssid = "11">(Lin and Pantel, 2001; Sekine, 2005; Szpektor and Dagan, 2008).</S>   | Reference Offset: ['135','49','75',] | Reference Text: <S sid ="135" ssid = "56">Eight out of the thirteen errors in the high frequency phrases in the CC-domain are the phrases in â€œagreeâ€?.</S><S sid ="49" ssid = "25">keywords Step 3 Sets of phrases based on keywords Step 4 Links between sets of phrases All the contexts collected for a given domain are gathered in a bag and the TF/ITF scores are calculated for all the words except stopwords in the bag.</S><S sid ="75" ssid = "51">As the two NE categories are the same, we canâ€™t differentiate phrases with different orders of par ticipants â€“ whether the buying company or the to-be-bought company comes first.</S> | Discourse Facet: Aim_Citation | Annotator: xukey, WHU |
Citance Number: 16 |  Reference Article:   I05-5011.xml  |  Citing Article:  P11-1062.xml  |  Citation Marker Offset:  ['12']  |  Citation Marker:  Sekine, 2005  |  Citation Offset:  ['12']  |  Citation Text:  <S sid ="12" ssid = "12">Thus, acquisition of such knowledge received considerable attention in the last decade (Lin and Pantel, 2001; Sekine, 2005; Szpektor and Dagan, 2009; Schoenmackers et al., 2010).</S>  | Reference Offset: ['189','46','167',] | Reference Text: <S sid ="189" ssid = "16">Smith estimates Lotus will make profit this quarterâ€¦â€?.</S><S sid ="46" ssid = "22">Find keywords for each NE pair When we look at the contexts for each domain, we noticed that there is one or a few important words which indicate the relation between the NEs (for example, the word â€œunitâ€? for the phrase â€œa unit ofâ€?).</S><S sid ="167" ssid = "14">Another approach to finding paraphrases is to find phrases which take similar subjects and objects in large corpora by using mutual information of word distribution [Lin and Pantel 01].</S> | Discourse Facet: Aim_Citation | Annotator: xukey, WHU |
Citance Number: 17 |  Reference Article:   I05-5011.xml  |  Citing Article:  P11-1109.xml  |  Citation Marker Offset:  ['218']  |  Citation Marker:  2005  |  Citation Offset:  ['218']  |  Citation Text:  <S sid ="218" ssid = "82">We agree with Sekine (2005) who claims that several different methods are required to discover a wider variety of paraphrases.</S>  | Reference Offset: ['197','73','190',] | Reference Text: <S sid ="197" ssid = "24">Rather we believe several methods have to be developed using different heuristics to discover wider variety of paraphrases.</S><S sid ="73" ssid = "49">More examples are shown in Figure 5.</S><S sid ="190" ssid = "17">In order to solve this problem, a parse tree is needed to understand that â€œLotusâ€? is not the object of â€œestimatesâ€?.</S> | Discourse Facet: Aim_Citation | Annotator: xukey, WHU |
Citance Number: 18 |  Reference Article:   I05-5011.xml  |  Citing Article:  P12-1013.xml  |  Citation Marker Offset:  ['12']  |  Citation Marker:  Sekine, 2005  |  Citation Offset:  ['12']  |  Citation Text:  <S sid ="12" ssid = "12">Consequently, sub stantial effort has been made to learn such rules (Lin and Pantel, 2001; Sekine, 2005; Szpektor and Dagan, 2008; Schoenmackers et al., 2010).</S>  | Reference Offset: ['188','48','165',] | Reference Text: <S sid ="188" ssid = "15">Using structural information As was explained in the results section, we extracted examples like â€œSmith estimates Lotusâ€?, from a sentence like â€œMr.</S><S sid ="48" ssid = "24">We used the TF/ITF metric to identify keywords.</S><S sid ="165" ssid = "12">One of such approaches uses comparable documents, which are sets of documents whose content are found/known to be almost the same, such as different newspaper stories about the same event [Shinyama and Sekine 03] or different translations of the same story [Barzilay 01].</S> | Discourse Facet: Aim_Citation | Annotator: xukey, WHU |
Citance Number: 19 |  Reference Article:   I05-5011.xml  |  Citing Article:  P12-2031.xml  |  Citation Marker Offset:  ['9']  |  Citation Marker:  Sekine, 2005  |  Citation Offset:  ['9']  |  Citation Text:  <S sid ="9" ssid = "9">The significance of inference rules has led to substantial effort into developing algorithms that automatically learn inference rules (Lin and Pantel, 2001; Sekine, 2005; Schoenmackers et al., 2010), and generate knowledge resources for inference systems.</S>  | Reference Offset: ['186','50','82',] | Reference Text: <S sid ="186" ssid = "13">â€œAgreeâ€? is a subject control verb, which dominates another verb whose subject is the same as that of â€œagreeâ€?; the latter verb is generally the one of interest for extraction.</S><S sid ="50" ssid = "26">Here, the term frequency (TF) is the frequency of a word in the bag and the inverse term frequency (ITF) is the inverse of the log of the frequency in the entire corpus.</S><S sid ="82" ssid = "3">They contain about 200M words (25M, 110M, 40M and 19M words, respectively).</S> | Discourse Facet: Aim_Citation | Annotator: xukey, WHU |
Citance Number: 20 |  Reference Article:   I05-5011.xml  |  Citing Article:  P12-2031.xml  |  Citation Marker Offset:  ['20']  |  Citation Marker:  Sekine, 2005  |  Citation Offset:  ['20']  |  Citation Text:  <S sid ="20" ssid = "20">Some attempts were made to let annotators judge rule correctness directly, that is by asking them to judge the correctness of a given rule (Shinyama et al., 2002; Sekine, 2005).</S>  | Reference Offset: ['188','47','165',] | Reference Text: <S sid ="188" ssid = "15">Using structural information As was explained in the results section, we extracted examples like â€œSmith estimates Lotusâ€?, from a sentence like â€œMr.</S><S sid ="47" ssid = "23">Once we figure out the important word (e.g. keyword), we believe we can capture the meaning of the phrase by the keyword.</S><S sid ="165" ssid = "12">One of such approaches uses comparable documents, which are sets of documents whose content are found/known to be almost the same, such as different newspaper stories about the same event [Shinyama and Sekine 03] or different translations of the same story [Barzilay 01].</S> | Discourse Facet: Aim_Citation | Annotator: xukey, WHU |
Citance Number: 21 |  Reference Article:   I05-5011.xml  |  Citing Article:  P13-1131.xml  |  Citation Marker Offset:  ['134']  |  Citation Marker:  2005  |  Citation Offset:  ['134']  |  Citation Text:  <S sid ="134" ssid = "15">Following Sekine (2005), we clustered templates that share their main verb predicate in order to scale down the number of different predicates in the corpus and collect richer word co- occurrence statistics per predicate.</S>  | Reference Offset: ['183','13','182',] | Reference Text: <S sid ="183" ssid = "10">Also, â€œagreeâ€? in the CC-domain is not a desirable keyword.</S><S sid ="13" ssid = "13">For example, in Information Retrieval (IR), we have to match a userâ€™s query to the expressions in the desired documents, while in Question Answering (QA), we have to find the answer to the userâ€™s question even if the formulation of the answer in the document is different from the question.</S><S sid ="182" ssid = "9">In our experiment, we set the threshold of the TF/ITF score empirically using a small development corpus; a finer adjustment of the threshold could reduce the number of such keywords.</S> | Discourse Facet: Aim_Citation | Annotator: xukey, WHU |
Citance Number: 22 |  Reference Article:   I05-5011.xml  |  Citing Article:  W12-4006.xml  |  Citation Marker Offset:  ['15']  |  Citation Marker:  Sekine, 2005  |  Citation Offset:  ['14','15']  |  Citation Text:  <S sid ="14" ssid = "14">Some existing paraphrase and entailment acquisition algorithms add constraints to the learned rules (e.g.</S><S sid ="15" ssid = "15">(Sekine, 2005), (CallisonBurch, 2008)), but most do not.</S>  | Reference Offset: ['148','56','189',] | Reference Text: <S sid ="148" ssid = "69">The similar explanation applies to the link to the â€œstakeâ€? set.</S><S sid ="56" ssid = "32">Step 3.</S><S sid ="189" ssid = "16">Smith estimates Lotus will make profit this quarterâ€¦â€?.</S> | Discourse Facet: Aim_Citation | Annotator: xukey, WHU |
Citance Number: 23 |  Reference Article:   I05-5011.xml  |  Citing Article:  W12-4006.xml  |  Citation Marker Offset:  ['41']  |  Citation Marker:  Sekine, 2005  |  Citation Offset:  ['41']  |  Citation Text:  <S sid ="41" ssid = "11">As for paraphrase, SekineÃ¢â‚¬â„¢s Paraphrase Database (Sekine, 2005) is collected using an unsupervised method, and focuses on phrases connecting two Named Entities.</S>  | Reference Offset: ['194','28','170',] | Reference Text: <S sid ="194" ssid = "21">The phrases have to be the expressions of length less than 5 chunks, appear between two NEs.</S><S sid ="28" ssid = "4">Here, an NE instance pair is any pair of NEs separated by at most 4 syntactic chunks; for example, â€œIBM plans to acquire Lotusâ€?.</S><S sid ="170" ssid = "17">The basic strategy is, for a given pair of entity types, to start with some examples, like several famous book title and author pairs; and find expressions which contains those names; then using the found expressions, find more author and book title pairs.</S> | Discourse Facet: Result_Citation | Annotator: xukey, WHU |
