Citance Number: 1 | Reference Article:   I05-5011.xml | Citing Article:  C08-1107.xml | Citation Marker Offset:  ['19'] | Citation Marker:  Sekine, 2005 | Citation Offset:  ['18','19'] | Citation Text:  <S sid ="18" ssid = "18">This sparked intensive research on unsupervised acquisition of entailment rules (and similarly paraphrases) e.g.</S><S sid ="19" ssid = "19">(Lin and Pantel, 2001; Szpektor et al., 2004; Sekine, 2005).</S> | Reference Offset:  ['111', '0', '130', '23', '41'] | Reference Text:  <S sid ="111" ssid = "32">buy - acquire (5) buy - agree (2) buy - purchase (5) buy - acquisition (7) buy - pay (2)* buy - buyout (3) buy - bid (2) acquire - purchase (2) acquire - acquisition (2) acquire - pay (2)* purchase - acquisition (4) purchase - stake (2)* acquisition - stake (2)* unit - subsidiary (2) unit - parent (5) It is clear that these links form two clusters which are mostly correct.</S><S sid ="0">Automatic Paraphrase Discovery based on Context and Keywords between NE Pairs</S><S sid ="130" ssid = "51">D o m ai n # of ph ras es t o t a l p h r a s e s ac cu ra cy C C 7 o r m o r e 1 0 5 8 7 . 6 % 6 o r l e s s 1 0 6 6 7 . 0 % P C 7 o r m o r e 3 5 9 9 9 . 2 % 6 o r l e s s 2 5 5 6 5 . 1 % Table 1.</S><S sid ="23" ssid = "23">We are focusing on phrases which have two Named Entities (NEs), as those types of phrases are very important for IE applications.</S><S sid ="41" ssid = "17">These 140 NE categories are designed by extending MUC’s 7 NE categories with finer sub-categories (such as Company, Institute, and Political Party for Organization; and Country, Province, and City for Location) and adding some new types of NE categories (Position Title, Product, Event, and Natural Object).</S> | Discourse Facet:  Method_Citation | Annotator:  CIST |

Citance Number: 5 | Reference Article:   I05-5011.xml | Citing Article:  E09-1025.xml | Citation Marker Offset:  ['27'] | Citation Marker:  Sekine, 2005 | Citation Offset:  ['27'] | Citation Text:  <S sid ="27" ssid = "1">A number of automatically acquired inference rule/paraphrase collections are available, such as (Szpektor et al., 2004), (Sekine, 2005).</S> | Reference Offset:  ['111', '165', '40', '164', '130'] | Reference Text:  <S sid ="111" ssid = "32">buy - acquire (5) buy - agree (2) buy - purchase (5) buy - acquisition (7) buy - pay (2)* buy - buyout (3) buy - bid (2) acquire - purchase (2) acquire - acquisition (2) acquire - pay (2)* purchase - acquisition (4) purchase - stake (2)* acquisition - stake (2)* unit - subsidiary (2) unit - parent (5) It is clear that these links form two clusters which are mostly correct.</S><S sid ="165" ssid = "12">One of such approaches uses comparable documents, which are sets of documents whose content are found/known to be almost the same, such as different newspaper stories about the same event [Shinyama and Sekine 03] or different translations of the same story [Barzilay 01].</S><S sid ="40" ssid = "16">The NE tagger is a rule-based system with 140 NE categories [Sekine et al. 2004].</S><S sid ="164" ssid = "11">There have been other kinds of efforts to discover paraphrase automatically from corpora.</S><S sid ="130" ssid = "51">D o m ai n # of ph ras es t o t a l p h r a s e s ac cu ra cy C C 7 o r m o r e 1 0 5 8 7 . 6 % 6 o r l e s s 1 0 6 6 7 . 0 % P C 7 o r m o r e 3 5 9 9 9 . 2 % 6 o r l e s s 2 5 5 6 5 . 1 % Table 1.</S> | Discourse Facet:  Method_Citation | Annotator:  CIST |


Citance Number: 6 | Reference Article:   I05-5011.xml | Citing Article:  I08-1070.xml | Citation Marker Offset:  ['53'] | Citation Marker:  Sekine, 2005 | Citation Offset:  ['53'] | Citation Text:  <S sid ="53" ssid = "24">To avoid the drawback, several linguistic clues, such as fine-grained classification of named entities and coordinated sentences, have been utilized (Sekine, 2005; Torisawa, 2006).</S> | Reference Offset:  ['170', '111', '41', '0', '13'] | Reference Text:  <S sid ="170" ssid = "17">The basic strategy is, for a given pair of entity types, to start with some examples, like several famous book title and author pairs; and find expressions which contains those names; then using the found expressions, find more author and book title pairs.</S><S sid ="111" ssid = "32">buy - acquire (5) buy - agree (2) buy - purchase (5) buy - acquisition (7) buy - pay (2)* buy - buyout (3) buy - bid (2) acquire - purchase (2) acquire - acquisition (2) acquire - pay (2)* purchase - acquisition (4) purchase - stake (2)* acquisition - stake (2)* unit - subsidiary (2) unit - parent (5) It is clear that these links form two clusters which are mostly correct.</S><S sid ="41" ssid = "17">These 140 NE categories are designed by extending MUC’s 7 NE categories with finer sub-categories (such as Company, Institute, and Political Party for Organization; and Country, Province, and City for Location) and adding some new types of NE categories (Position Title, Product, Event, and Natural Object).</S><S sid ="0">Automatic Paraphrase Discovery based on Context and Keywords between NE Pairs</S><S sid ="13" ssid = "13">For example, in Information Retrieval (IR), we have to match a user’s query to the expressions in the desired documents, while in Question Answering (QA), we have to find the answer to the user’s question even if the formulation of the answer in the document is different from the question.</S> | Discourse Facet:  ['Method_Citation', 'Aim_Citation'] | Annotator:  CIST |


Citance Number: 7 | Reference Article:   I05-5011.xml | Citing Article:  J10-3003.xml | Citation Marker Offset:  ['429'] | Citation Marker:  2005 | Citation Offset:  ['429'] | Citation Text:  <S sid ="429" ssid = "302">As a later reﬁnement, Sekine (2005) makes a similar attempt at using distributional similarity over named entity pairs in order to produce a list of fully lexicalized phrasal paraphrases for speciﬁc concepts represented by keywords.</S> | Reference Offset:  ['41', '170', '202', '203', '0'] | Reference Text:  <S sid ="41" ssid = "17">These 140 NE categories are designed by extending MUC’s 7 NE categories with finer sub-categories (such as Company, Institute, and Political Party for Organization; and Country, Province, and City for Location) and adding some new types of NE categories (Position Title, Product, Event, and Natural Object).</S><S sid ="170" ssid = "17">The basic strategy is, for a given pair of entity types, to start with some examples, like several famous book title and author pairs; and find expressions which contains those names; then using the found expressions, find more author and book title pairs.</S><S sid ="202" ssid = "29">Also, expanding on the techniques for the automatic generation of extraction patterns (Riloff 96; Sudo 03) using our method, the extraction patterns which have the same meaning can be automatically linked, enabling us to produce the final table fully automatically.</S><S sid ="203" ssid = "30">While there are other obstacles to completing this idea, we believe automatic paraphrase discovery is an important component for building a fully automatic information extraction system.</S><S sid ="0">Automatic Paraphrase Discovery based on Context and Keywords between NE Pairs</S> | Discourse Facet:  Method_Citation | Annotator:  CIST |


Citance Number: 8 | Reference Article:   I05-5011.xml | Citing Article:  J12-1003.xml | Citation Marker Offset:  ['24'] | Citation Marker:  Sekine 2005 | Citation Offset:  ['24'] | Citation Text:  <S sid ="24" ssid = "24">This has led to active research on broad-scale acquisition of entailment rules for predicates (Lin and Pantel 2001; Sekine 2005; Szpektor and Dagan 2008; Yates and Etzioni 2009; Schoenmackers et al. 2010).</S> | Reference Offset:  ['0', '40', '111', '165', '167'] | Reference Text:  <S sid ="0">Automatic Paraphrase Discovery based on Context and Keywords between NE Pairs</S><S sid ="40" ssid = "16">The NE tagger is a rule-based system with 140 NE categories [Sekine et al. 2004].</S><S sid ="111" ssid = "32">buy - acquire (5) buy - agree (2) buy - purchase (5) buy - acquisition (7) buy - pay (2)* buy - buyout (3) buy - bid (2) acquire - purchase (2) acquire - acquisition (2) acquire - pay (2)* purchase - acquisition (4) purchase - stake (2)* acquisition - stake (2)* unit - subsidiary (2) unit - parent (5) It is clear that these links form two clusters which are mostly correct.</S><S sid ="165" ssid = "12">One of such approaches uses comparable documents, which are sets of documents whose content are found/known to be almost the same, such as different newspaper stories about the same event [Shinyama and Sekine 03] or different translations of the same story [Barzilay 01].</S><S sid ="167" ssid = "14">Another approach to finding paraphrases is to find phrases which take similar subjects and objects in large corpora by using mutual information of word distribution [Lin and Pantel 01].</S> | Discourse Facet:  Method_Citation | Annotator:  CIST |


Citance Number: 9 | Reference Article:   I05-5011.xml | Citing Article:  P06-2094.xml | Citation Marker Offset:  ['65'] | Citation Marker:  Sekine 05 | Citation Offset:  ['65'] | Citation Text:  <S sid ="65" ssid = "24">We also proposed a method to find paraphrases in the context of two Named Entity instances in a large un-annotated corpus (Sekine 05).</S> | Reference Offset:  ['2', '13', '23', '41', '204'] | Reference Text:  <S sid ="2" ssid = "2">We propose an unsupervised method to discover paraphrases from a large untagged corpus, without requiring any seed phrase or other cue.</S><S sid ="13" ssid = "13">For example, in Information Retrieval (IR), we have to match a user’s query to the expressions in the desired documents, while in Question Answering (QA), we have to find the answer to the user’s question even if the formulation of the answer in the document is different from the question.</S><S sid ="23" ssid = "23">We are focusing on phrases which have two Named Entities (NEs), as those types of phrases are very important for IE applications.</S><S sid ="41" ssid = "17">These 140 NE categories are designed by extending MUC’s 7 NE categories with finer sub-categories (such as Company, Institute, and Political Party for Organization; and Country, Province, and City for Location) and adding some new types of NE categories (Position Title, Product, Event, and Natural Object).</S><S sid ="204" ssid = "1">We proposed an unsupervised method to discover paraphrases from a large untagged corpus.</S> | Discourse Facet:  Method_Citation | Annotator:  CIST |


Citance Number: 10 | Reference Article:   I05-5011.xml | Citing Article:  P07-1058.xml | Citation Marker Offset:  ['49'] | Citation Marker:  Sekine, 2005 | Citation Offset:  ['49'] | Citation Text:  <S sid ="49" ssid = "13">Some existing entailment acquisition algorithms can add contextual constraints to the learned rules (Sekine, 2005), but most donâ€™t.</S> | Reference Offset:  ['111', '52', '0', '165', '130'] | Reference Text:  <S sid ="111" ssid = "32">buy - acquire (5) buy - agree (2) buy - purchase (5) buy - acquisition (7) buy - pay (2)* buy - buyout (3) buy - bid (2) acquire - purchase (2) acquire - acquisition (2) acquire - pay (2)* purchase - acquisition (4) purchase - stake (2)* acquisition - stake (2)* unit - subsidiary (2) unit - parent (5) It is clear that these links form two clusters which are mostly correct.</S><S sid ="52" ssid = "28">Overview of the method 2.2 Step by Step Algorithm.</S><S sid ="0">Automatic Paraphrase Discovery based on Context and Keywords between NE Pairs</S><S sid ="165" ssid = "12">One of such approaches uses comparable documents, which are sets of documents whose content are found/known to be almost the same, such as different newspaper stories about the same event [Shinyama and Sekine 03] or different translations of the same story [Barzilay 01].</S><S sid ="130" ssid = "51">D o m ai n # of ph ras es t o t a l p h r a s e s ac cu ra cy C C 7 o r m o r e 1 0 5 8 7 . 6 % 6 o r l e s s 1 0 6 6 7 . 0 % P C 7 o r m o r e 3 5 9 9 9 . 2 % 6 o r l e s s 2 5 5 6 5 . 1 % Table 1.</S> | Discourse Facet:  Method_Citation | Annotator:  CIST |


Citance Number: 11 | Reference Article:   I05-5011.xml | Citing Article:  P07-1058.xml | Citation Marker Offset:  ['57'] | Citation Marker:  Sekine, 2005 | Citation Offset:  ['57'] | Citation Text:  <S sid ="57" ssid = "21">Many methods for automatic acquisition of rules have been suggested in recent years, ranging from distributional similarity to finding shared contexts (Lin and Pantel, 2001; Ravichandran and Hovy, 2002; Shinyama et al., 2002; Barzilay and Lee, 2003; Szpektor et al., 2004; Sekine, 2005).</S> | Reference Offset:  ['0', '1', '2', '12', '17'] | Reference Text:  <S sid ="0">Automatic Paraphrase Discovery based on Context and Keywords between NE Pairs</S><S sid ="1" ssid = "1">Automatic paraphrase discovery is an important but challenging task.</S><S sid ="2" ssid = "2">We propose an unsupervised method to discover paraphrases from a large untagged corpus, without requiring any seed phrase or other cue.</S><S sid ="12" ssid = "12">Recently, this topic has been getting more attention, as is evident from the Paraphrase Workshops in 2003 and 2004, driven by the needs of various NLP applications.</S><S sid ="17" ssid = "17">Also, we don’t know how many such paraphrase sets are necessary to cover even some everyday things or events.</S> | Discourse Facet:  ['Implication_Citation', 'Method_Citation'] | Annotator:  CIST |


Citance Number: 12 | Reference Article:   I05-5011.xml | Citing Article:  P07-1058.xml | Citation Marker Offset:  ['67'] | Citation Marker:  Sekine, 2005 | Citation Offset:  ['67'] | Citation Text:  <S sid ="67" ssid = "31">Indeed, the prominent approach for evaluating the quality of rule acquisition algorithms is by human judgment of the learned rules (Lin and Pantel, 2001; Shinyama et al., 2002; Barzilay and Lee, 2003; Pang et al., 2003; Szpektor et al., 2004; Sekine, 2005).</S> | Reference Offset:  ['0', '7', '12', '15', '16'] | Reference Text:  <S sid ="0">Automatic Paraphrase Discovery based on Context and Keywords between NE Pairs</S><S sid ="7" ssid = "7">The accuracy of the sets in representing paraphrase ranged from 73% to 99%, depending on the NE categories and set sizes; the accuracy of the links for two evaluated domains was 73% and 86%.</S><S sid ="12" ssid = "12">Recently, this topic has been getting more attention, as is evident from the Paraphrase Workshops in 2003 and 2004, driven by the needs of various NLP applications.</S><S sid ="15" ssid = "15">We realize the importance of paraphrase; however, the major obstacle is the construction of paraphrase knowledge.</S><S sid ="16" ssid = "16">For example, we can easily imagine that the number of paraphrases for “A buys B” is enormous and it is not possible to create a comprehensive inventory by hand.</S> | Discourse Facet:  Method_Citation | Annotator:  CIST |


Citance Number: 13 | Reference Article:   I05-5011.xml | Citing Article:  P08-1078.xml | Citation Marker Offset:  ['12'] | Citation Marker:  Sekine, 2005 | Citation Offset:  ['12'] | Citation Text:  <S sid ="12" ssid = "12">Recently, several algorithms were proposed for automatically learning entailment rules and paraphrases (viewed as bidirectional entailment rules) (Lin and Pantel, 2001; Ravichandran and Hovy, 2002; Shinyama et al., 2002; Szpektor et al., 2004; Sekine, 2005).</S> | Reference Offset:  ['0', '1', '2', '7', '11'] | Reference Text:  <S sid ="0">Automatic Paraphrase Discovery based on Context and Keywords between NE Pairs</S><S sid ="1" ssid = "1">Automatic paraphrase discovery is an important but challenging task.</S><S sid ="2" ssid = "2">We propose an unsupervised method to discover paraphrases from a large untagged corpus, without requiring any seed phrase or other cue.</S><S sid ="7" ssid = "7">The accuracy of the sets in representing paraphrase ranged from 73% to 99%, depending on the NE categories and set sizes; the accuracy of the links for two evaluated domains was 73% and 86%.</S><S sid ="11" ssid = "11">If the expression is longer or complicated (like “A buys B” and “A’s purchase of B”), it is called “paraphrase”, i.e. a set of phrases which express the same thing or event.</S> | Discourse Facet:  Method_Citation | Annotator:  CIST |


Citance Number: 14 | Reference Article:   I05-5011.xml | Citing Article:  P09-2063.xml | Citation Marker Offset:  ['11'] | Citation Marker:  Sekine, 2005 | Citation Offset:  ['11'] | Citation Text:  <S sid ="11" ssid = "11">Similarly, (Sekine, 2005) improved information retrieval based on pattern recognition by introducing paraphrase generation.</S> | Reference Offset:  ['41', '201', '202', '0', '13'] | Reference Text:  <S sid ="41" ssid = "17">These 140 NE categories are designed by extending MUC’s 7 NE categories with finer sub-categories (such as Company, Institute, and Political Party for Organization; and Country, Province, and City for Location) and adding some new types of NE categories (Position Title, Product, Event, and Natural Object).</S><S sid ="201" ssid = "28">The discovered paraphrases can be a big help to reduce human labor and create a more comprehensive pattern set.</S><S sid ="202" ssid = "29">Also, expanding on the techniques for the automatic generation of extraction patterns (Riloff 96; Sudo 03) using our method, the extraction patterns which have the same meaning can be automatically linked, enabling us to produce the final table fully automatically.</S><S sid ="0">Automatic Paraphrase Discovery based on Context and Keywords between NE Pairs</S><S sid ="13" ssid = "13">For example, in Information Retrieval (IR), we have to match a user’s query to the expressions in the desired documents, while in Question Answering (QA), we have to find the answer to the user’s question even if the formulation of the answer in the document is different from the question.</S> | Discourse Facet:  ['Method_Citation', 'Aim_Citation'] | Annotator:  CIST |


Citance Number: 15 | Reference Article:   I05-5011.xml | Citing Article:  P10-1124.xml | Citation Marker Offset:  ['11'] | Citation Marker:  Sekine, 2005 | Citation Offset:  ['10','11'] | Citation Text:  <S sid ="10" ssid = "10">This has led to active research on broad-scale acquisition of entailment rules for predicates, e.g.</S><S sid ="11" ssid = "11">(Lin and Pantel, 2001; Sekine, 2005; Szpektor and Dagan, 2008).</S>  | Reference Offset:  ['111', '0', '130', '13', '210'] | Reference Text:  <S sid ="111" ssid = "32">buy - acquire (5) buy - agree (2) buy - purchase (5) buy - acquisition (7) buy - pay (2)* buy - buyout (3) buy - bid (2) acquire - purchase (2) acquire - acquisition (2) acquire - pay (2)* purchase - acquisition (4) purchase - stake (2)* acquisition - stake (2)* unit - subsidiary (2) unit - parent (5) It is clear that these links form two clusters which are mostly correct.</S><S sid ="0">Automatic Paraphrase Discovery based on Context and Keywords between NE Pairs</S><S sid ="130" ssid = "51">D o m ai n # of ph ras es t o t a l p h r a s e s ac cu ra cy C C 7 o r m o r e 1 0 5 8 7 . 6 % 6 o r l e s s 1 0 6 6 7 . 0 % P C 7 o r m o r e 3 5 9 9 9 . 2 % 6 o r l e s s 2 5 5 6 5 . 1 % Table 1.</S><S sid ="13" ssid = "13">For example, in Information Retrieval (IR), we have to match a user’s query to the expressions in the desired documents, while in Question Answering (QA), we have to find the answer to the user’s question even if the formulation of the answer in the document is different from the question.</S><S sid ="210" ssid = "1">This research was supported in part by the Defense Advanced Research Projects Agency as part of the Translingual Information Detection, Extraction and Summarization (TIDES) program, under Grant N66001001-18917 from the Space and Naval Warfare Systems Center, San Diego, and by the National Science Foundation under Grant IIS00325657.</S> | Discourse Facet:  Method_Citation | Annotator:  CIST |


Citance Number: 16 | Reference Article:   I05-5011.xml | Citing Article:  P11-1062.xml | Citation Marker Offset:  ['12'] | Citation Marker:  Sekine, 2005 | Citation Offset:  ['12'] | Citation Text:  <S sid ="12" ssid = "12">Thus, acquisition of such knowledge received considerable attention in the last decade (Lin and Pantel, 2001; Sekine, 2005; Szpektor and Dagan, 2009; Schoenmackers et al., 2010).</S> | Reference Offset:  ['111', '165', '167', '12', '40'] | Reference Text:  <S sid ="111" ssid = "32">buy - acquire (5) buy - agree (2) buy - purchase (5) buy - acquisition (7) buy - pay (2)* buy - buyout (3) buy - bid (2) acquire - purchase (2) acquire - acquisition (2) acquire - pay (2)* purchase - acquisition (4) purchase - stake (2)* acquisition - stake (2)* unit - subsidiary (2) unit - parent (5) It is clear that these links form two clusters which are mostly correct.</S><S sid ="165" ssid = "12">One of such approaches uses comparable documents, which are sets of documents whose content are found/known to be almost the same, such as different newspaper stories about the same event [Shinyama and Sekine 03] or different translations of the same story [Barzilay 01].</S><S sid ="167" ssid = "14">Another approach to finding paraphrases is to find phrases which take similar subjects and objects in large corpora by using mutual information of word distribution [Lin and Pantel 01].</S><S sid ="12" ssid = "12">Recently, this topic has been getting more attention, as is evident from the Paraphrase Workshops in 2003 and 2004, driven by the needs of various NLP applications.</S><S sid ="40" ssid = "16">The NE tagger is a rule-based system with 140 NE categories [Sekine et al. 2004].</S> | Discourse Facet:  Method_Citation | Annotator:  CIST |


Citance Number: 17 | Reference Article:   I05-5011.xml | Citing Article:  P11-1109.xml | Citation Marker Offset:  ['218'] | Citation Marker:  2005 | Citation Offset:  ['218'] | Citation Text:  <S sid ="218" ssid = "82">We agree with Sekine (2005) who claims that several different methods are required to discover a wider variety of paraphrases.</S> | Reference Offset:  ['13', '14', '111', '165', '197'] | Reference Text:  <S sid ="13" ssid = "13">For example, in Information Retrieval (IR), we have to match a user’s query to the expressions in the desired documents, while in Question Answering (QA), we have to find the answer to the user’s question even if the formulation of the answer in the document is different from the question.</S><S sid ="14" ssid = "14">Also, in Information Extraction (IE), in which the system tries to extract elements of some events (e.g. date and company names of a corporate merger event), several event instances from different news articles have to be aligned even if these are expressed differently.</S><S sid ="111" ssid = "32">buy - acquire (5) buy - agree (2) buy - purchase (5) buy - acquisition (7) buy - pay (2)* buy - buyout (3) buy - bid (2) acquire - purchase (2) acquire - acquisition (2) acquire - pay (2)* purchase - acquisition (4) purchase - stake (2)* acquisition - stake (2)* unit - subsidiary (2) unit - parent (5) It is clear that these links form two clusters which are mostly correct.</S><S sid ="165" ssid = "12">One of such approaches uses comparable documents, which are sets of documents whose content are found/known to be almost the same, such as different newspaper stories about the same event [Shinyama and Sekine 03] or different translations of the same story [Barzilay 01].</S><S sid ="197" ssid = "24">Rather we believe several methods have to be developed using different heuristics to discover wider variety of paraphrases.</S> | Discourse Facet:  ['Method_Citation', 'Results_Citation'] | Annotator:  CIST |


Citance Number: 18 | Reference Article:   I05-5011.xml | Citing Article:  P12-1013.xml | Citation Marker Offset:  ['12'] | Citation Marker:  Sekine, 2005 | Citation Offset:  ['12'] | Citation Text:  <S sid ="12" ssid = "12">Consequently, sub stantial effort has been made to learn such rules (Lin and Pantel, 2001; Sekine, 2005; Szpektor and Dagan, 2008; Schoenmackers et al., 2010).</S> | Reference Offset:  ['111', '167', '71', '165', '40'] | Reference Text:  <S sid ="111" ssid = "32">buy - acquire (5) buy - agree (2) buy - purchase (5) buy - acquisition (7) buy - pay (2)* buy - buyout (3) buy - bid (2) acquire - purchase (2) acquire - acquisition (2) acquire - pay (2)* purchase - acquisition (4) purchase - stake (2)* acquisition - stake (2)* unit - subsidiary (2) unit - parent (5) It is clear that these links form two clusters which are mostly correct.</S><S sid ="167" ssid = "14">Another approach to finding paraphrases is to find phrases which take similar subjects and objects in large corpora by using mutual information of word distribution [Lin and Pantel 01].</S><S sid ="71" ssid = "47">x EG, has agreed to be bought by H x EG, now owned by H x H to acquire EG x H’s agreement to buy EG Three of those phrases are actually paraphrases, but sometime there could be some noise; such as the second phrase above.</S><S sid ="165" ssid = "12">One of such approaches uses comparable documents, which are sets of documents whose content are found/known to be almost the same, such as different newspaper stories about the same event [Shinyama and Sekine 03] or different translations of the same story [Barzilay 01].</S><S sid ="40" ssid = "16">The NE tagger is a rule-based system with 140 NE categories [Sekine et al. 2004].</S> | Discourse Facet:  Method_Citation | Annotator:  CIST |


