Citance Number: 1 | Reference Article: P98-2143.xml | Citing Article: A00-1020.xml | Citation Marker Offset: ['29'] | Citation Marker: Mitkov, 1998 | Citation Offset: ['28','29'] | Citation Text: <S sid ="28" ssid = "4">Nevertheless, recent results show that knowledge-poor methods perform with amazing acÃÂÃÂ­ curacy (cf.</S><S sid ="29" ssid = "5">(Mitkov, 1998), (Kennedy and Boguraev, 1996) (Kameyama, 1997)).</S> | Reference Offset: ['155','1','116'] | Reference Text: <S sid="1" ssid="1">Most traditional approaches to anaphora resolution rely heavily on linguistic and domain knowledge.</S> <S sid="116" ssid="41">The &quot;Baseline subject&quot; model tested on the same data scored 33.9% recall and 67.9% precision, whereas &quot;Baseline most recent&quot; scored 66.7%.</S> <S sid="155" ssid="2">Evaluation shows a success rate of 89.7% for the genre of techÃÂ­ nical manuals and at least in this genre, the approach appears to be more successful than other similar methods.</S> | Discourse Facet: Results_Citation | Annotator: Aakansha Gehlot

Citance Number: 5 | Reference Article: P98-2143.xml | Citing Article: C02-1027.xml | Citation Marker Offset: ['79'] | Citation Marker: Mitkov, 1998 | Citation Offset: ['79'] | Citation Text: <S sid ="79" ssid = "17">Most of the indicators have been adopted in LINGUA without modification from the original English version (see (Mitkov, 1998) for more details).</S> | Reference Offset: ['155','1','116'] | Reference Text: <S sid="1" ssid="1">Most traditional approaches to anaphora resolution rely heavily on linguistic and domain knowledge.</S> <S sid="116" ssid="41">The &quot;Baseline subject&quot; model tested on the same data scored 33.9% recall and 67.9% precision, whereas &quot;Baseline most recent&quot; scored 66.7%.</S> <S sid="155" ssid="2">Evaluation shows a success rate of 89.7% for the genre of techÃÂ­ nical manuals and at least in this genre, the approach appears to be more successful than other similar methods.</S> | Discourse Facet: Method_Citation | Annotator: Aakansha Gehlot


Citance Number: 6 | Reference Article: P98-2143.xml | Citing Article: C04-1074.xml | Citation Marker Offset: ['17'] | Citation Marker: Mitkov, 1998 | Citation Offset: ['16','17'] | Citation Text: <S sid ="17" ssid = "17">Other proposals provide a more realistic picture in that they work as a backend to a parser (Lappin and Leass, 1994) or noun chunker (Mitkov, 1998; Soon et al., 2001; Ng and Cardie, 2002)).</S> | Reference Offset: ['155','1','116'] | Reference Text: <S sid="1" ssid="1">Most traditional approaches to anaphora resolution rely heavily on linguistic and domain knowledge.</S> <S sid="116" ssid="41">The &quot;Baseline subject&quot; model tested on the same data scored 33.9% recall and 67.9% precision, whereas &quot;Baseline most recent&quot; scored 66.7%.</S> <S sid="155" ssid="2">Evaluation shows a success rate of 89.7% for the genre of techÃÂ­ nical manuals and at least in this genre, the approach appears to be more successful than other similar methods.</S> | Discourse Facet: ['Aim_Citation'] | Annotator: Aakansha Gehlot


Citance Number: 7 | Reference Article: P98-2143.xml | Citing Article: C04-1074.xml | Citation Marker Offset: ['61'] | Citation Marker: Mitkov, 1998 | Citation Offset: ['61'] | Citation Text: <S sid ="60" ssid = "22">Binding constraints have been in the focus of linguistic research for more than thirty years.</S><S sid ="61" ssid = "23">They provide restrictions on coindexation of pronouns with clause siblings, and therefore can only be applied with systems that determine clause boundaries, i.e. parsers (Mitkov, 1998).</S> | Reference Offset: ['155','1','116'] | Reference Text: <S sid="1" ssid="1">Most traditional approaches to anaphora resolution rely heavily on linguistic and domain knowledge.</S> <S sid="116" ssid="41">The &quot;Baseline subject&quot; model tested on the same data scored 33.9% recall and 67.9% precision, whereas &quot;Baseline most recent&quot; scored 66.7%.</S> <S sid="155" ssid="2">Evaluation shows a success rate of 89.7% for the genre of techÃÂ­ nical manuals and at least in this genre, the approach appears to be more successful than other similar methods.</S> | Discourse Facet: Method_Citation | Annotator: Aakansha Gehlot


Citance Number: 8 | Reference Article: P98-2143.xml | Citing Article: C04-1075.xml | Citation Marker Offset: ['19'] | Citation Marker: Mitkov 1998 | Citation Offset: ['19'] | Citation Text: <S sid ="19" ssid = "19">However, the pressing need for the development of robust and inexpensive solutions encouraged the drive toward knowledge-poor strategies (Dagan and Itai 1990; Lappin and Leass 1994; Mitkov 1998;</S> | Reference Offset: ['155','1','116'] | Reference Text: <S sid="1" ssid="1">Most traditional approaches to anaphora resolution rely heavily on linguistic and domain knowledge.</S> <S sid="116" ssid="41">The &quot;Baseline subject&quot; model tested on the same data scored 33.9% recall and 67.9% precision, whereas &quot;Baseline most recent&quot; scored 66.7%.</S> <S sid="155" ssid="2">Evaluation shows a success rate of 89.7% for the genre of techÃÂ­ nical manuals and at least in this genre, the approach appears to be more successful than other similar methods.</S> | Discourse Facet: Method_Citation | Annotator: Aakansha Gehlot


Citance Number: 9 | Reference Article: P98-2143.xml | Citing Article: C04-1143.xml | Citation Marker Offset: ['101'] | Citation Marker: Mitkov, 1998 | Citation Offset: ['101'] | Citation Text: <S sid ="101" ssid = "44">The search scope for candidate antecedents is set to the current sentence together with the three preceding sentences as suggested in (Mitkov, 1998)</S> | Reference Offset: ['155','1','116'] | Reference Text: <S sid="1" ssid="1">Most traditional approaches to anaphora resolution rely heavily on linguistic and domain knowledge.</S> <S sid="116" ssid="41">The &quot;Baseline subject&quot; model tested on the same data scored 33.9% recall and 67.9% precision, whereas &quot;Baseline most recent&quot; scored 66.7%.</S> <S sid="155" ssid="2">Evaluation shows a success rate of 89.7% for the genre of techÃÂ­ nical manuals and at least in this genre, the approach appears to be more successful than other similar methods.</S> | Discourse Facet: Method_Citation | Annotator: Aakansha Gehlot


Citance Number: 10 | Reference Article: P98-2143.xml | Citing Article: D09-1101.xml | Citation Marker Offset: ['52'] | Citation Marker: 1998 | Citation Offset: ['52'] | Citation Text: <S sid ="52" ssid = "6">Like many heuristic-based pronoun resolvers (e.g., Mitkov (1998)), they first apply a set of constraints to filter grammatically incompatible candidate antecedents and then rank the remaining ones using salience factors.</S> | Reference Offset: ['155','1','116'] | Reference Text: <S sid="1" ssid="1">Most traditional approaches to anaphora resolution rely heavily on linguistic and domain knowledge.</S> <S sid="116" ssid="41">The &quot;Baseline subject&quot; model tested on the same data scored 33.9% recall and 67.9% precision, whereas &quot;Baseline most recent&quot; scored 66.7%.</S> <S sid="155" ssid="2">Evaluation shows a success rate of 89.7% for the genre of techÃÂ­ nical manuals and at least in this genre, the approach appears to be more successful than other similar methods.</S> | Discourse Facet: Method_Citation | Annotator: Aakansha Gehlot


Citance Number: 11 | Reference Article: P98-2143.xml | Citing Article: E99-1031.xml | Citation Marker Offset: ['7'] | Citation Marker: Mitkov 1998 | Citation Offset: ['6','7'] | Citation Text: <S sid ="6" ssid = "6">A huge variety of techniques are described in the literature, many of them achieving high sucÃÂÃÂ­ cess rates on their own evaluation texts (cf.</S><S sid ="7" ssid = "7">Hobbs 1986; Strube 1998; Mitkov 1998).</S> | Reference Offset: ['155','1','116'] | Reference Text: <S sid="1" ssid="1">Most traditional approaches to anaphora resolution rely heavily on linguistic and domain knowledge.</S> <S sid="116" ssid="41">The &quot;Baseline subject&quot; model tested on the same data scored 33.9% recall and 67.9% precision, whereas &quot;Baseline most recent&quot; scored 66.7%.</S> <S sid="155" ssid="2">Evaluation shows a success rate of 89.7% for the genre of techÃÂ­ nical manuals and at least in this genre, the approach appears to be more successful than other similar methods.</S> | Discourse Facet: Results_Citation | Annotator: Aakansha Gehlot


Citance Number: 12 | Reference Article: P98-2143.xml | Citing Article: E99-1031.xml | Citation Marker Offset: ['91'] | Citation Marker: Mitkov, 1998 | Citation Offset: ['91'] | Citation Text: <S sid ="91" ssid = "8">We implemented meta-modules to inÃÂÃÂ­ terface to the genetic algorithm driver and to combine different salience factors into an overÃÂÃÂ­ all score (similar to (Carbonell and Brown, 1988; Mitkov, 1998)).</S> | Reference Offset: ['155','1','116'] | Reference Text: <S sid="1" ssid="1">Most traditional approaches to anaphora resolution rely heavily on linguistic and domain knowledge.</S> <S sid="116" ssid="41">The &quot;Baseline subject&quot; model tested on the same data scored 33.9% recall and 67.9% precision, whereas &quot;Baseline most recent&quot; scored 66.7%.</S> <S sid="155" ssid="2">Evaluation shows a success rate of 89.7% for the genre of techÃÂ­ nical manuals and at least in this genre, the approach appears to be more successful than other similar methods.</S> | Discourse Facet: Method_Citation | Annotator: Aakansha Gehlot


Citance Number: 13 | Reference Article: P98-2143.xml | Citing Article: H05-1001.xml | Citation Marker Offset: ['59'] | Citation Marker: Mitkov, 1998 | Citation Offset: ['59'] | Citation Text: <S sid ="59" ssid = "21">The current version of the system includes an implementation of the MARS pronoun resolution algorithm (Mitkov, 1998)</S> | Reference Offset: ['155','1','116'] | Reference Text: <S sid="1" ssid="1">Most traditional approaches to anaphora resolution rely heavily on linguistic and domain knowledge.</S> <S sid="116" ssid="41">The &quot;Baseline subject&quot; model tested on the same data scored 33.9% recall and 67.9% precision, whereas &quot;Baseline most recent&quot; scored 66.7%.</S> <S sid="155" ssid="2">Evaluation shows a success rate of 89.7% for the genre of techÃÂ­ nical manuals and at least in this genre, the approach appears to be more successful than other similar methods.</S> | Discourse Facet: Method_Citation | Annotator: Kokil Jaidka


Citance Number: 14 | Reference Article: P98-2143.xml | Citing Article: H05-1001.xml | Citation Marker Offset: ['61'] | Citation Marker: 1998 | Citation Offset: ['61','62'] | Citation Text: <S sid ="61" ssid = "23">3.2.1 Pronoun Resolution Mitkov (1998) developed a robust approach to pronoun resolution which only requires input text to be part-of-speech tagged and noun phrases to be identified.</S><S sid ="62" ssid = "24">MitkovÃáẁÃḃÂáṠĠÃḃÂáẁs algorithm operates on the basis of antecedent-tracking preferences (referred to hereafter as ÃáẁÃḃÂáṠĠÃÂantecedent indicatorsÃáẁÃḃÂáṠĠÃÂ).</S> | Reference Offset: ['155','1','116'] | Reference Text: <S sid="1" ssid="1">Most traditional approaches to anaphora resolution rely heavily on linguistic and domain knowledge.</S> <S sid="116" ssid="41">The &quot;Baseline subject&quot; model tested on the same data scored 33.9% recall and 67.9% precision, whereas &quot;Baseline most recent&quot; scored 66.7%.</S> <S sid="155" ssid="2">Evaluation shows a success rate of 89.7% for the genre of techÃÂ­ nical manuals and at least in this genre, the approach appears to be more successful than other similar methods.</S> | Discourse Facet: Method_Citation | Annotator: Kokil Jaidka


Citance Number: 15 | Reference Article: P98-2143.xml | Citing Article: H05-1001.xml | Citation Marker Offset: ['63'] | Citation Marker: 1998 | Citation Offset: ['63'] | Citation Text: <S sid ="63" ssid = "25">The approach works as follows: the system identifies the noun phrases which precede the anaphor within a distance of 2 sentences, checks them for gender and number agreement with the anaphor, and then applies genre- specific antecedent indicators to the remaining candidates (Mitkov, 1998).</S> | Reference Offset: ['155','1','116'] | Reference Text: <S sid="1" ssid="1">Most traditional approaches to anaphora resolution rely heavily on linguistic and domain knowledge.</S> <S sid="116" ssid="41">The &quot;Baseline subject&quot; model tested on the same data scored 33.9% recall and 67.9% precision, whereas &quot;Baseline most recent&quot; scored 66.7%.</S> <S sid="155" ssid="2">Evaluation shows a success rate of 89.7% for the genre of techÃÂ­ nical manuals and at least in this genre, the approach appears to be more successful than other similar methods.</S> | Discourse Facet: Method_Citation | Annotator: Kokil Jaidka


Citance Number: 16 | Reference Article: P98-2143.xml | Citing Article: H05-1083.xml | Citation Marker Offset: ['35'] | Citation Marker: Mitkov, 1998 | Citation Offset: ['35'] | Citation Text: <S sid ="35" ssid = "9"> These feature functions bear similarity to rules used in other coreference systems (Lappin and Leass, 1994; Mitkov, 1998; Stuckardt, 2001), except that the feature weights {Ãáṗ i} are automatically trained over a corpus with coreference information.</S> | Reference Offset: ['155','1','116'] | Reference Text: <S sid="1" ssid="1">Most traditional approaches to anaphora resolution rely heavily on linguistic and domain knowledge.</S> <S sid="116" ssid="41">The &quot;Baseline subject&quot; model tested on the same data scored 33.9% recall and 67.9% precision, whereas &quot;Baseline most recent&quot; scored 66.7%.</S> <S sid="155" ssid="2">Evaluation shows a success rate of 89.7% for the genre of techÃÂ­ nical manuals and at least in this genre, the approach appears to be more successful than other similar methods.</S> | Discourse Facet: Method_Citation | Annotator: Kokil Jaidka


Citance Number: 17 | Reference Article: P98-2143.xml | Citing Article: H05-1083.xml | Citation Marker Offset: ['123'] | Citation Marker: Mitkov, 1998 | Citation Offset: ['123'] | Citation Text: <S sid ="123" ssid = "1">F-measure here is more stringent than the accuracy (Ge et al., 1998; Mitkov, 1998; Kehler et al., 2004) computed on antecedent-pronoun pairs.</S> | Reference Offset: ['155','1','116'] | Reference Text: <S sid="1" ssid="1">Most traditional approaches to anaphora resolution rely heavily on linguistic and domain knowledge.</S> <S sid="116" ssid="41">The &quot;Baseline subject&quot; model tested on the same data scored 33.9% recall and 67.9% precision, whereas &quot;Baseline most recent&quot; scored 66.7%.</S> <S sid="155" ssid="2">Evaluation shows a success rate of 89.7% for the genre of techÃÂ­ nical manuals and at least in this genre, the approach appears to be more successful than other similar methods.</S> | Discourse Facet: Implication_Citation | Annotator: Kokil Jaidka


Citance Number: 18 | Reference Article: P98-2143.xml | Citing Article: I05-2040.xml | Citation Marker Offset: ['15'] | Citation Marker: Mitkov, 1998 | Citation Offset: ['15'] | Citation Text: <S sid ="15" ssid = "15">Early work on pronoun anaphora resolution usually uses rule-based methods (e.g. Hobbs 1976; Ge et al., 1998; Mitkov, 1998), which try to mine the cues of the relation between the pronouns and its antecedents.</S> | Reference Offset: ['155','1','116'] | Reference Text: <S sid="1" ssid="1">Most traditional approaches to anaphora resolution rely heavily on linguistic and domain knowledge.</S> <S sid="116" ssid="41">The &quot;Baseline subject&quot; model tested on the same data scored 33.9% recall and 67.9% precision, whereas &quot;Baseline most recent&quot; scored 66.7%.</S> <S sid="155" ssid="2">Evaluation shows a success rate of 89.7% for the genre of techÃÂ­ nical manuals and at least in this genre, the approach appears to be more successful than other similar methods.</S> | Discourse Facet: Method_Citation | Annotator: Kokil Jaidka


Citance Number: 19 | Reference Article: P98-2143.xml | Citing Article: I08-1004.xml | Citation Marker Offset: ['10'] | Citation Marker: Mitkov 1998 | Citation Offset: ['10'] | Citation Text: <S sid ="10" ssid = "10">Indeed, such feature-based methods have been widely applied in parsing (Collins 1999; Charniak 2001), semantic role labeling (Pradhan et al 2005), semantic relation extraction (Zhou et al 2005) and co-reference resolution (Lapin and Leass 1994; Aone and Bennett 1995; Mitkov 1998; Yang et al 2004; Luo and Zitouni 2005; Bergsma and Lin 2006).</S> | Reference Offset: ['155','1','116'] | Reference Text: <S sid="1" ssid="1">Most traditional approaches to anaphora resolution rely heavily on linguistic and domain knowledge.</S> <S sid="116" ssid="41">The &quot;Baseline subject&quot; model tested on the same data scored 33.9% recall and 67.9% precision, whereas &quot;Baseline most recent&quot; scored 66.7%.</S> <S sid="155" ssid="2">Evaluation shows a success rate of 89.7% for the genre of techÃÂ­ nical manuals and at least in this genre, the approach appears to be more successful than other similar methods.</S> | Discourse Facet: Method_Citation | Annotator: Kokil Jaidka


Citance Number: 20 | Reference Article: P98-2143.xml | Citing Article: I08-3014.xml | Citation Marker Offset: ['23'] | Citation Marker: Mitkov, 1998 | Citation Offset: ['22','23'] | Citation Text: <S sid ="22" ssid = "22">A lot of work has been done in English for the purpose of anaphora resolution and various</S><S sid ="23" ssid = "23"> algorithms have been devised for this purpose (Aone and Bennette, 1996; Brenan , Friedman and Pollard, 1987; Ge, Hale and Charniak, 1998; Grosz, Aravind and Weinstein, 1995; McCarthy and Lehnert, 1995; Lappins and Leass, 1994; Mitkov, 1998; Soon, Ng and Lim, 1999).</S> | Reference Offset: ['155','1','116'] | Reference Text: <S sid="1" ssid="1">Most traditional approaches to anaphora resolution rely heavily on linguistic and domain knowledge.</S> <S sid="116" ssid="41">The &quot;Baseline subject&quot; model tested on the same data scored 33.9% recall and 67.9% precision, whereas &quot;Baseline most recent&quot; scored 66.7%.</S> <S sid="155" ssid="2">Evaluation shows a success rate of 89.7% for the genre of techÃÂ­ nical manuals and at least in this genre, the approach appears to be more successful than other similar methods.</S> | Discourse Facet: Method_Citation | Annotator: Kokil Jaidka


Citance Number: 21 | Reference Article: P98-2143.xml | Citing Article: I08-3014.xml | Citation Marker Offset: ['41'] | Citation Marker: Mitkov, 1998 | Citation Offset: ['41'] | Citation Text: <S sid ="41" ssid = "2">How these factors are helpful in anaphora resolution in English language was worked out by Mitkov (Mitkov, 1998), but their role in Urdu discourse for the resolution of personal pronouns is more cherished.</S> | Reference Offset: ['155','1','116'] | Reference Text: <S sid="1" ssid="1">Most traditional approaches to anaphora resolution rely heavily on linguistic and domain knowledge.</S> <S sid="116" ssid="41">The &quot;Baseline subject&quot; model tested on the same data scored 33.9% recall and 67.9% precision, whereas &quot;Baseline most recent&quot; scored 66.7%.</S> <S sid="155" ssid="2">Evaluation shows a success rate of 89.7% for the genre of techÃÂ­ nical manuals and at least in this genre, the approach appears to be more successful than other similar methods.</S> | Discourse Facet: Method_Citation | Annotator: Kokil Jaidka


Citance Number: 22 | Reference Article: P98-2143.xml | Citing Article: J01-4003.xml | Citation Marker Offset: ['5'] | Citation Marker: Mitkov 1998 | Citation Offset: ['5'] | Citation Text: <S sid ="5" ssid = "5">Many hand-tested corpus evaluations have been done in the past (e.g., Walker 1989; Strube 1998; Mitkov 1998; Strube and Hahn 1999), but these have the drawback of being carried out on small corpora.</S> | Reference Offset: ['155','1','116'] | Reference Text: <S sid="1" ssid="1">Most traditional approaches to anaphora resolution rely heavily on linguistic and domain knowledge.</S> <S sid="116" ssid="41">The &quot;Baseline subject&quot; model tested on the same data scored 33.9% recall and 67.9% precision, whereas &quot;Baseline most recent&quot; scored 66.7%.</S> <S sid="155" ssid="2">Evaluation shows a success rate of 89.7% for the genre of techÃÂ­ nical manuals and at least in this genre, the approach appears to be more successful than other similar methods.</S> | Discourse Facet: ['Method_Citation','Implication_Citation'] | Annotator: Kokil Jaidka


Citance Number: 23 | Reference Article: P98-2143.xml | Citing Article: J01-4005.xml | Citation Marker Offset: ['318'] | Citation Marker: 1998 | Citation Offset: ['318'] | Citation Text: <S sid ="318" ssid = "14">Consequently, current anaphora resolution methods rely mainly on constraint and preference heuristics, which employ morpho-syntactic information or shallow semantic analysis (see, for example, Mitkov [1998]).</S> | Reference Offset: ['155','1','116'] | Reference Text: <S sid="1" ssid="1">Most traditional approaches to anaphora resolution rely heavily on linguistic and domain knowledge.</S> <S sid="116" ssid="41">The &quot;Baseline subject&quot; model tested on the same data scored 33.9% recall and 67.9% precision, whereas &quot;Baseline most recent&quot; scored 66.7%.</S> <S sid="155" ssid="2">Evaluation shows a success rate of 89.7% for the genre of techÃÂ­ nical manuals and at least in this genre, the approach appears to be more successful than other similar methods.</S> | Discourse Facet: Method_Citation | Annotator: Kokil Jaidka


Citance Number: 24 | Reference Article: P98-2143.xml | Citing Article: J01-4006.xml | Citation Marker Offset: ['45'] | Citation Marker: Mitkov 1998 | Citation Offset: ['45'] | Citation Text: <S sid ="45" ssid = "33">Exa mple s: (we athe r) It is raini ng, (tim e) It is 5 o&apos;clo ck, and (am bien t envi ron men t) It is hot in here . reports provide no exclusion details at all, and even when authors do provide them, the descriptions they use are often incomplete or confusing, as in these examples: ÃáẁÃḃÂáṠĠÃáẁ &quot;7 of the pronouns were non-anaphoric and 16 exophoric&quot; (Mitkov 1998, page 872).</S> | Reference Offset: ['155','1','116'] | Reference Text: <S sid="1" ssid="1">Most traditional approaches to anaphora resolution rely heavily on linguistic and domain knowledge.</S> <S sid="116" ssid="41">The &quot;Baseline subject&quot; model tested on the same data scored 33.9% recall and 67.9% precision, whereas &quot;Baseline most recent&quot; scored 66.7%.</S> <S sid="155" ssid="2">Evaluation shows a success rate of 89.7% for the genre of techÃÂ­ nical manuals and at least in this genre, the approach appears to be more successful than other similar methods.</S> | Discourse Facet: Method_Citation | Annotator: Kokil Jaidka


Citance Number: 25 | Reference Article: P98-2143.xml | Citing Article: J02-1001.xml | Citation Marker Offset: ['6'] | Citation Marker: 1998 | Citation Offset: ['6'] | Citation Text: <S sid ="6" ssid = "6">Since the so-called integrative approach to anaphor resolution was developed in the late 1980s (Carbonell and Brown 1988; Rich and LuperFoy 1988; Asher and Wada 1989), and its practical viability extensively tested (e.g., Lappin and Leass 1994; Mitkov 1997, 1998), it has been common wisdom that factors determining the antecedentsof anaphors divide into filters and preferences.</S> | Reference Offset: ['155','1','116'] | Reference Text: <S sid="1" ssid="1">Most traditional approaches to anaphora resolution rely heavily on linguistic and domain knowledge.</S> <S sid="116" ssid="41">The &quot;Baseline subject&quot; model tested on the same data scored 33.9% recall and 67.9% precision, whereas &quot;Baseline most recent&quot; scored 66.7%.</S> <S sid="155" ssid="2">Evaluation shows a success rate of 89.7% for the genre of techÃÂ­ nical manuals and at least in this genre, the approach appears to be more successful than other similar methods.</S> | Discourse Facet: Implication_Citation | Annotator: Kokil Jaidka


Citance Number: 26 | Reference Article: P98-2143.xml | Citing Article: J05-3004.xml | Citation Marker Offset: ['8'] | Citation Marker: 1998 | Citation Offset: ['7','8'] | Citation Text: <S sid ="7" ssid = "7">Most work on anaphora resolution has focused on pronominal anaphora, often achieving good accuracy.</S><S sid ="8" ssid = "8">Kennedy and Boguraev (1996), Mitkov (1998), and Strube, Rapp, and Mueller (2002), for example, report accuracies of 75.0%, 89.7%, and an F-measure of 82.8% for personal pronouns, respectively.</S> | Reference Offset: ['155','1','116'] | Reference Text: <S sid="1" ssid="1">Most traditional approaches to anaphora resolution rely heavily on linguistic and domain knowledge.</S> <S sid="116" ssid="41">The &quot;Baseline subject&quot; model tested on the same data scored 33.9% recall and 67.9% precision, whereas &quot;Baseline most recent&quot; scored 66.7%.</S> <S sid="155" ssid="2">Evaluation shows a success rate of 89.7% for the genre of techÃÂ­ nical manuals and at least in this genre, the approach appears to be more successful than other similar methods.</S> | Discourse Facet: ['Aim_Citation','Results_Citation'] | Annotator: Kokil Jaidka


Citance Number: 27 | Reference Article: P98-2143.xml | Citing Article: N01-1008.xml | Citation Marker Offset: ['11'] | Citation Marker: Mitkov 1998 | Citation Offset: ['9','10','11'] | Citation Text: <S sid ="9" ssid = "9">The acquisition of exten sive linguistic and discourse knowledge necessaryfor resolving coreference is time consuming, diffi cult and error-prone.</S><S sid ="10" ssid = "10">Neverthless, recent resultsshow that knowledge-poor, empirical methods per form with amazing accuracy on certain forms ofcoreference (cf.</S><S sid ="11" ssid = "11">(Mitkov 1998) (Kennedy and Boguraev 1996) (Kameyama 1997)).</S> | Reference Offset: ['155','1','116'] | Reference Text: <S sid="1" ssid="1">Most traditional approaches to anaphora resolution rely heavily on linguistic and domain knowledge.</S> <S sid="116" ssid="41">The &quot;Baseline subject&quot; model tested on the same data scored 33.9% recall and 67.9% precision, whereas &quot;Baseline most recent&quot; scored 66.7%.</S> <S sid="155" ssid="2">Evaluation shows a success rate of 89.7% for the genre of techÃÂ­ nical manuals and at least in this genre, the approach appears to be more successful than other similar methods.</S> | Discourse Facet: ['Method_Citation','Results_Citation'] | Annotator: Kokil Jaidka


Citance Number: 28 | Reference Article: P98-2143.xml | Citing Article: N01-1008.xml | Citation Marker Offset: ['63'] | Citation Marker: Mitkov 1998 | Citation Offset: ['63'] | Citation Text: <S sid ="63" ssid = "63">Unlike other knowledge-poor methods for coreference resolution (Baldwin 1997) (Mitkov 1998), COCK TAIL filters its most performant rules through massivetraining data, generated by its AUTOTAGCOFtEF com ponent.</S> | Reference Offset: ['155','1','116'] | Reference Text: <S sid="1" ssid="1">Most traditional approaches to anaphora resolution rely heavily on linguistic and domain knowledge.</S> <S sid="116" ssid="41">The &quot;Baseline subject&quot; model tested on the same data scored 33.9% recall and 67.9% precision, whereas &quot;Baseline most recent&quot; scored 66.7%.</S> <S sid="155" ssid="2">Evaluation shows a success rate of 89.7% for the genre of techÃÂ­ nical manuals and at least in this genre, the approach appears to be more successful than other similar methods.</S> | Discourse Facet: Method_Citation | Annotator: Kokil Jaidka


