Citance Number: 1 | Reference Article: P98-1046.xml | Citing Article: A00-2034.xml | Citation Marker Offset: ['3637'] | Citation Marker: Dang et al, 1998 | Citation Offset: ['36'] | Citation Text: <S sid="36" ssid="22">Levin's classification has been extended by other NLP researchers (Dorr and Jones, 1996; Dang et al., <Root> TCM war car migration meal drum time ceremonial migration week month afternoon s p e e c h y e l l i n g Figure 1: TCM for the object slot of the transitive frame of start.</S> | Reference Offset: ['31' , '28' , '38' , '40' , '65' , '81' , '99' , '109' , '124' , '10' , '28' , '38' , '40' , '65' , '81' , '99' , '109' , '124' ] | Reference Text: <S sid="31" ssid="12">For example, break verbs and cut verbs are similar in that they can all participate in the transitive and in the mid? dle construction, John broke the window, Glass breaks easily, John cut the bread, This loaf cuts easily.</S> <S sid="28" ssid="9">The fundamental assumption is that the syntactic frames are a direct reflection of the un? derlying semantics.</S> <S sid="38" ssid="19">2.1 Ambiguities in Levin classes.</S> <S sid="40" ssid="21">However, it would be useful for the WordNet senses to have access to the detailed syntactic information that the Levin classes contain, and it would be equally useful to have more guidance as to when membership in a Levin class does in fact indicate shared seman? tic components.</S> <S sid="65" ssid="19">isolate semantic components Some of the large Levin classes comprise verbs that exhibit a wide range of possible semantic components, and could be divided into smaller subclasses.</S> <S sid="81" ssid="35">The list of members for each Levin verb class is not always complete, so to check if a particular verb belongs to a class it is better to check that the verb exhibits all the alternations that de? fine the class.</S> <S sid="99" ssid="13">This is exemplified by the Levin cut verbs and the intersective class formed by the cut verbs and split verbs.</S> <S sid="109" ssid="23">Whereas high level semantic relations (syn? onym, hypernym) are represented directly in WordNet, they can sometimes be inferred from the intersection between Levin verb classes, as with the cut/split class.</S> <S sid="124" ssid="38">When a roll verb occurs in the tran? sitive (Bill moved the box across the room), the subject physically causes the object to move, whereas the subject of a transitive run verb merely induces the object to move (the coach ran the athlete around the track).</S> <S sid="10" ssid="10">The authors would like to acknowledge the sup? port of DARPA grant N6600194C-6043, ARO grant DAAH0494G-0426, and CAPES grant 0914/952.</S> <S sid="28" ssid="9">The fundamental assumption is that the syntactic frames are a direct reflection of the un? derlying semantics.</S> <S sid="38" ssid="19">2.1 Ambiguities in Levin classes.</S> <S sid="40" ssid="21">However, it would be useful for the WordNet senses to have access to the detailed syntactic information that the Levin classes contain, and it would be equally useful to have more guidance as to when membership in a Levin class does in fact indicate shared seman? tic components.</S> <S sid="65" ssid="19">isolate semantic components Some of the large Levin classes comprise verbs that exhibit a wide range of possible semantic components, and could be divided into smaller subclasses.</S> <S sid="81" ssid="35">The list of members for each Levin verb class is not always complete, so to check if a particular verb belongs to a class it is better to check that the verb exhibits all the alternations that de? fine the class.</S> <S sid="99" ssid="13">This is exemplified by the Levin cut verbs and the intersective class formed by the cut verbs and split verbs.</S> <S sid="109" ssid="23">Whereas high level semantic relations (syn? onym, hypernym) are represented directly in WordNet, they can sometimes be inferred from the intersection between Levin verb classes, as with the cut/split class.</S> <S sid="124" ssid="38">When a roll verb occurs in the tran? sitive (Bill moved the box across the room), the subject physically causes the object to move, whereas the subject of a transitive run verb merely induces the object to move (the coach ran the athlete around the track).</S>  | Discourse Facet: Method_Citation | Annotator: Ankita Patel |
Citance Number: 20 | Reference Article: P98-1046.xml | Citing Article: P99-1051.xml | Citation Marker Offset: ['22'] | Citation Marker: Dang et al., 1998 | Citation Offset: ['22'] | Citation Text: <S sid="22" ssid="22">Levin's study on diathesis alternations has influenced recent work on word sense disam? biguation (Dorr and Jones, 1996), machine transla? tion (Dang et al., 1998), and automatic lexical ac? quisition (McCarthy and Korhonen, 1998; Schulte im Walde, 1998).</S> | Reference Offset: ['16' , '17' , '38' , '65' , '109' , '136' ] | Reference Text: <S sid="16" ssid="16">We also examine similar classes in Portuguese, and the predictive powers of alternations in this language with respect to the same semantic components.</S> <S sid="17" ssid="17">The difficulty of determining a suitable lexical representation becomes multi? plied when more than one language is involved and attempts are made to map between them.</S> <S sid="38" ssid="19">2.1 Ambiguities in Levin classes.</S> <S sid="65" ssid="19">isolate semantic components Some of the large Levin classes comprise verbs that exhibit a wide range of possible semantic components, and could be divided into smaller subclasses.</S> <S sid="109" ssid="23">Whereas high level semantic relations (syn? onym, hypernym) are represented directly in WordNet, they can sometimes be inferred from the intersection between Levin verb classes, as with the cut/split class.</S> <S sid="136" ssid="50">Table 1 shows how these Portuguese verbs natu? rally cluster into two different subclasses, based on their ability to take the conative and apart alternations as well as path prepositions.</S>  | Discourse Facet: Method_Citation | Annotator: Ankita Patel |
Citance Number: 21 | Reference Article: P98-1046.xml | Citing Article: W00-0202.xml | Citation Marker Offset: ['18'] | Citation Marker: Dang et al., 1998 | Citation Offset: ['18'] | Citation Text: <S sid="18" ssid="4">We created a hierarchy of actions, exploiting the idea that verbs can be represented in a lattice that allows semantically similar verbs, such as motion verbs or verbs of contact, to be closely associatedwith each other under a common parent that cap tures the properties these verbs all share (Dang et al., 1998).</S> | Reference Offset: ['37' , '65' , '81' , '109' , '117' , '122' , '124' ] | Reference Text: <S sid="37" ssid="18">If the result is not achieved, there are no attempted breaking actions that can still be recognized.</S> <S sid="65" ssid="19">isolate semantic components Some of the large Levin classes comprise verbs that exhibit a wide range of possible semantic components, and could be divided into smaller subclasses.</S> <S sid="81" ssid="35">The list of members for each Levin verb class is not always complete, so to check if a particular verb belongs to a class it is better to check that the verb exhibits all the alternations that de? fine the class.</S> <S sid="109" ssid="23">Whereas high level semantic relations (syn? onym, hypernym) are represented directly in WordNet, they can sometimes be inferred from the intersection between Levin verb classes, as with the cut/split class.</S> <S sid="117" ssid="31">It would be straight? forward to augment it with pointers indicating which senses are basic to a class of verbs and which can be generated automatically, and in? clude corresponding syntactic information.</S> <S sid="122" ssid="36">The two classes differ in that roll verbs relate to manners of motion charac? teristic of inanimate entities, while run verbs describe manners in which animate entities can move.</S> <S sid="124" ssid="38">When a roll verb occurs in the tran? sitive (Bill moved the box across the room), the subject physically causes the object to move, whereas the subject of a transitive run verb merely induces the object to move (the coach ran the athlete around the track).</S>  | Discourse Facet: Method_Citation | Annotator: Ankita Patel |
Citance Number: 22 | Reference Article: P98-1046.xml | Citing Article: W02-1108.xml | Citation Marker Offset: ['18'] | Citation Marker: Dang et al., 1998 | Citation Offset: ['18'] | Citation Text: <S sid="18" ssid="18">Manual classification of verbs to semanticclasses yields accurate results but is time con suming (Levin, 1993; Dang et al., 1998).</S> | Reference Offset: ['3' , '27' , '38' , '39' , '41' , '44' , '67' , '117' , '122' , '124' ] | Reference Text: <S sid="3" ssid="3">Current approaches to English classifica? tion, Levin classes and WordNet, have limita? tions in their applicability that impede their utility as general classification schemes.</S> <S sid="27" ssid="8">The distribution of syntactic frames in which a verb can appear determines its class member? ship.</S> <S sid="38" ssid="19">2.1 Ambiguities in Levin classes.</S> <S sid="39" ssid="20">It is not clear how much WordNet synsets should be expected to overlap with Levin classes, and preliminary indications are that there is a wide discrepancy (Dorr and Jones, 1996), (Jones and Onyshkevych, 1997), (Dorr, 1997).</S> <S sid="41" ssid="22">Of course, some Levin classes, such as braid (bob, braid, brush, clip, coldcream, comb, condition, crimp, crop, curl, etc.) are clearly not intended to be synonymous, which at least partly explains the lack of overlap be? tween Levin and WordNet.</S> <S sid="44" ssid="25">This listing of a verb in more than one class (many verbs are in three or even four classes) is left open to interpretation in Levin.</S> <S sid="67" ssid="21">Instead, in their use as split verbs, each verb manifests an extended sense that can be paraphrased as "separate by V-ing," where "V" is the basic meaning of that verb (Levin, 1993).</S> <S sid="117" ssid="31">It would be straight? forward to augment it with pointers indicating which senses are basic to a class of verbs and which can be generated automatically, and in? clude corresponding syntactic information.</S> <S sid="122" ssid="36">The two classes differ in that roll verbs relate to manners of motion charac? teristic of inanimate entities, while run verbs describe manners in which animate entities can move.</S> <S sid="124" ssid="38">When a roll verb occurs in the tran? sitive (Bill moved the box across the room), the subject physically causes the object to move, whereas the subject of a transitive run verb merely induces the object to move (the coach ran the athlete around the track).</S>  | Discourse Facet: Method_Citation | Annotator: Ankita Patel |
Citance Number: 23 | Reference Article: P98-1046.xml | Citing Article: W02-1108.xml | Citation Marker Offset: ['49'] | Citation Marker: 1998 | Citation Offset: ['48'] | Citation Text: <S sid="48" ssid="8">Dang et al.</S> | Reference Offset: ['3' , '30' , '38' , '44' , '82' , '83' , '117' , '122' , '124' , '3' , '21' , '26' , '31' , '33' , '38' , '44' , '82' , '83' , '117' , '114' , '122' , '124' ] | Reference Text: <S sid="3" ssid="3">Current approaches to English classifica? tion, Levin classes and WordNet, have limita? tions in their applicability that impede their utility as general classification schemes.</S> <S sid="30" ssid="11">The sets of syntactic frames associated with a particular Levin class are not intended to be arbitrary, and they are supposed to reflect un? derlying semantic components that constrain al? lowable arguments.</S> <S sid="38" ssid="19">2.1 Ambiguities in Levin classes.</S> <S sid="44" ssid="25">This listing of a verb in more than one class (many verbs are in three or even four classes) is left open to interpretation in Levin.</S> <S sid="82" ssid="36">Since intersective classes were built using membership lists rather than the set of defining alterna? tions, they were similarly incomplete.</S> <S sid="83" ssid="37">This is an obvious shortcoming of the current implementation of intersec? tive classes, and might affect the choice of 3 as a relevance cutoff in later implementations.</S> <S sid="117" ssid="31">It would be straight? forward to augment it with pointers indicating which senses are basic to a class of verbs and which can be generated automatically, and in? clude corresponding syntactic information.</S> <S sid="122" ssid="36">The two classes differ in that roll verbs relate to manners of motion charac? teristic of inanimate entities, while run verbs describe manners in which animate entities can move.</S> <S sid="124" ssid="38">When a roll verb occurs in the tran? sitive (Bill moved the box across the room), the subject physically causes the object to move, whereas the subject of a transitive run verb merely induces the object to move (the coach ran the athlete around the track).</S> <S sid="3" ssid="3">Current approaches to English classifica? tion, Levin classes and WordNet, have limita? tions in their applicability that impede their utility as general classification schemes.</S> <S sid="21" ssid="2">WordNet is an on? line lexical database of English that currently contains approximately 120,000 sets of noun, verb, adjective, and adverb synonyms, each rep? resenting a lexicalized concept.</S> <S sid="26" ssid="7">Levin verb classes are based on the ability of a verb to occur or not occur in pairs of syntac? tic frames that are in some sense meaning pre? serving (diathesis alternations) (Levin, 1993).</S> <S sid="31" ssid="12">For example, break verbs and cut verbs are similar in that they can all participate in the transitive and in the mid? dle construction, John broke the window, Glass breaks easily, John cut the bread, This loaf cuts easily.</S> <S sid="33" ssid="14">In addition, cut verbs can oc? cur in the conative, John valiantly cut/hacked at the frozen loaf, but his knife was too dull to make a dent in it, whereas break verbs cannot, *John broke at the window.</S> <S sid="38" ssid="19">2.1 Ambiguities in Levin classes.</S> <S sid="44" ssid="25">This listing of a verb in more than one class (many verbs are in three or even four classes) is left open to interpretation in Levin.</S> <S sid="82" ssid="36">Since intersective classes were built using membership lists rather than the set of defining alterna? tions, they were similarly incomplete.</S> <S sid="83" ssid="37">This is an obvious shortcoming of the current implementation of intersec? tive classes, and might affect the choice of 3 as a relevance cutoff in later implementations.</S> <S sid="117" ssid="31">It would be straight? forward to augment it with pointers indicating which senses are basic to a class of verbs and which can be generated automatically, and in? clude corresponding syntactic information.</S> <S sid="114" ssid="28">However, apart can also be used with other classes of verbs, including many verbs of motion.</S> <S sid="122" ssid="36">The two classes differ in that roll verbs relate to manners of motion charac? teristic of inanimate entities, while run verbs describe manners in which animate entities can move.</S> <S sid="124" ssid="38">When a roll verb occurs in the tran? sitive (Bill moved the box across the room), the subject physically causes the object to move, whereas the subject of a transitive run verb merely induces the object to move (the coach ran the athlete around the track).</S>  | Discourse Facet: Method_Citation | Annotator: Ankita Patel |
Citance Number: 24 | Reference Article: P98-1046.xml | Citing Article: W03-0910.xml | Citation Marker Offset: ['8'] | Citation Marker: Dang et al 1998 | Citation Offset: ['8'] | Citation Text: <S sid="8" ssid="4">archy is composed of a set of members (linked to their WordNet synsets) and a set of syntactic frames and semantic information for each frame Currently VerbNet has over 4 000 verb senses described (3 004 lemmas) within 191 first level classes VerbNet has a hierarchical structure with the first level classes constituted by the original Levin classes In order to ensure that each class is coherent so that all its members share a common set of thematic roles syntactic frames and semantic predicates some restructuring of the classes was required This reorganization which was facilitated by the use of inter- sective Levin classes (Dang et al 1998) refined the classes to account for semantic and syntactic differences within a class A child subclass inherits all the information from its parent class and adds information to it which can be in terms of imposing further restrictions on the roles or adding syntactic frames or semantic predicates to the subclass The hierarchical organization of VerbNet is illustrated in Figure 1 The Transfer of a Message verb class is subdivided into three levels At the top level are thematic roles syntactic frames and semantic predicates shared by all members of the class In this particular case there is a transitive frame with the Topic (message) as the direct object (Agent Verb Topic) as in "John explained trigonometry" and a frame for Topic and Recipient (Agent Verb Topic to the transfer of information event but in the first case the Recipient is underspecified Some of the verbs in this class are able to participate in other syntactic frames as well Verbs at the second level can take the ditransitive frame (Agent Verb Recipient Topic) in addition to the frames and predicates inherited from the parent class VerbNet uses a fiat semantic representation in which the semantics of each syntactic frame is captured by a conjunction of predicates 1 such as motion, contact, transfer info which can be negated or not These predicates can take arguments over the verb complements as well as over implicit existentially quantified event variables Each semantic predicate in VerbNet also include a time function specifying whether the predicate is true in the preparatory (during(E )) culmination (end(E )) or consequent (result(E )) stage of an event in a tripartite event structure is similar to that of Moens and Steedman (1988) which allows us to express the semantics of classes of verbs like change of state verbs whose description requires reference to a complex event structure 2.2 PropBank.</S> | Reference Offset: ['23' , '28' , '38' , '40' , '82' , '81' , '83' , '109' , '122' , '124' ] | Reference Text: <S sid="23" ssid="4">Words and synsets are interrelated by means of lexical and semantic-conceptual links, respec? tively.</S> <S sid="28" ssid="9">The fundamental assumption is that the syntactic frames are a direct reflection of the un? derlying semantics.</S> <S sid="38" ssid="19">2.1 Ambiguities in Levin classes.</S> <S sid="40" ssid="21">However, it would be useful for the WordNet senses to have access to the detailed syntactic information that the Levin classes contain, and it would be equally useful to have more guidance as to when membership in a Levin class does in fact indicate shared seman? tic components.</S> <S sid="82" ssid="36">Since intersective classes were built using membership lists rather than the set of defining alterna? tions, they were similarly incomplete.</S> <S sid="81" ssid="35">The list of members for each Levin verb class is not always complete, so to check if a particular verb belongs to a class it is better to check that the verb exhibits all the alternations that de? fine the class.</S> <S sid="83" ssid="37">This is an obvious shortcoming of the current implementation of intersec? tive classes, and might affect the choice of 3 as a relevance cutoff in later implementations.</S> <S sid="109" ssid="23">Whereas high level semantic relations (syn? onym, hypernym) are represented directly in WordNet, they can sometimes be inferred from the intersection between Levin verb classes, as with the cut/split class.</S> <S sid="122" ssid="36">The two classes differ in that roll verbs relate to manners of motion charac? teristic of inanimate entities, while run verbs describe manners in which animate entities can move.</S> <S sid="124" ssid="38">When a roll verb occurs in the tran? sitive (Bill moved the box across the room), the subject physically causes the object to move, whereas the subject of a transitive run verb merely induces the object to move (the coach ran the athlete around the track).</S>  | Discourse Facet: Method_Citation | Annotator: Ankita Patel |
Citance Number: 25 | Reference Article: P98-1046.xml | Citing Article: W04-2606.xml | Citation Marker Offset: ['7'] | Citation Marker: Dang et al., 1998 | Citation Offset: ['7'] | Citation Text: <S sid="7" ssid="7">Lexical-semantic classes which aim to capture the close relationship between the syntax and semantics of verbs have attracted considerable interest in both linguistics and computational linguistics (e.g.</S> | Reference Offset: ['38' , '42' , '40' , '51' , '74' , '80' , '79' , '136' , '122' , '124' ] | Reference Text: <S sid="38" ssid="19">2.1 Ambiguities in Levin classes.</S> <S sid="42" ssid="23">The association of sets of syntactic frames with individual verbs in each class is not as straightforward as one might suppose.</S> <S sid="40" ssid="21">However, it would be useful for the WordNet senses to have access to the detailed syntactic information that the Levin classes contain, and it would be equally useful to have more guidance as to when membership in a Levin class does in fact indicate shared seman? tic components.</S> <S sid="51" ssid="5">The sole member of this intersection is the verb draw.</S> <S sid="74" ssid="28">Depending on the par? ticular syntactic frame in which they appear, members of this intersective class (pull, push, shove, tug, kick, draw, yank) * can be used to exemplify any one (or more) of the the compo? nent Levin classes.</S> <S sid="80" ssid="34">Sim? ilarly, draw and yank can be viewed as carry verbs al? though they are not listed as such.</S> <S sid="79" ssid="33">? Although kick is not listed as a verb of exerting force, it displays all the alternations that define this class.</S> <S sid="136" ssid="50">Table 1 shows how these Portuguese verbs natu? rally cluster into two different subclasses, based on their ability to take the conative and apart alternations as well as path prepositions.</S> <S sid="122" ssid="36">The two classes differ in that roll verbs relate to manners of motion charac? teristic of inanimate entities, while run verbs describe manners in which animate entities can move.</S> <S sid="124" ssid="38">When a roll verb occurs in the tran? sitive (Bill moved the box across the room), the subject physically causes the object to move, whereas the subject of a transitive run verb merely induces the object to move (the coach ran the athlete around the track).</S>  | Discourse Facet: Method_Citation | Annotator: Ankita Patel |
Citance Number: 26 | Reference Article: P98-1046.xml | Citing Article: W06-2611.xml | Citation Marker Offset: ['21'] | Citation Marker: Dang et al., 1998 | Citation Offset: ['21'] | Citation Text: <S sid="21" ssid="21">A very good candidate seems to be the Intersective Levin classes (Dang et al., 1998) that can be found as well in other predicate resources like PropBank and VerbNet (Kipper et al., 2000).</S> | Reference Offset: ['3' , '16' , '38' , '47' , '64' , '83' , '117' , '122' ] | Reference Text: <S sid="3" ssid="3">Current approaches to English classifica? tion, Levin classes and WordNet, have limita? tions in their applicability that impede their utility as general classification schemes.</S> <S sid="16" ssid="16">We also examine similar classes in Portuguese, and the predictive powers of alternations in this language with respect to the same semantic components.</S> <S sid="38" ssid="19">2.1 Ambiguities in Levin classes.</S> <S sid="47" ssid="1">We augmented the existing database of Levin semantic classes with a set of intersective classes, which were created by grouping to? gether subsets of existing classes with over? lapping members.</S> <S sid="64" ssid="18">3.1 Using intersective Levin classes to.</S> <S sid="83" ssid="37">This is an obvious shortcoming of the current implementation of intersec? tive classes, and might affect the choice of 3 as a relevance cutoff in later implementations.</S> <S sid="117" ssid="31">It would be straight? forward to augment it with pointers indicating which senses are basic to a class of verbs and which can be generated automatically, and in? clude corresponding syntactic information.</S> <S sid="122" ssid="36">The two classes differ in that roll verbs relate to manners of motion charac? teristic of inanimate entities, while run verbs describe manners in which animate entities can move.</S>  | Discourse Facet: Method_Citation | Annotator: Ankita Patel |
Citance Number: 27 | Reference Article: P98-1046.xml | Citing Article: W06-2611.xml | Citation Marker Offset: ['83'] | Citation Marker: Dang et al., 1998 | Citation Offset: ['83'] | Citation Text: <S sid="83" ssid="19">This constraint of having the same semantic roles is further ensured inside the VerbNet lexi con that is constructed based on a more refined version of the Levin classification called Inter- sective Levin classes (Dang et al., 1998).</S> | Reference Offset: ['3' , '16' , '25' , '38' , '39' , '41' , '82' , '83' , '117' , '122' ] | Reference Text: <S sid="3" ssid="3">Current approaches to English classifica? tion, Levin classes and WordNet, have limita? tions in their applicability that impede their utility as general classification schemes.</S> <S sid="16" ssid="16">We also examine similar classes in Portuguese, and the predictive powers of alternations in this language with respect to the same semantic components.</S> <S sid="25" ssid="6">WordNet was de? signed principally as a semantic network, and contains little syntactic information.</S> <S sid="38" ssid="19">2.1 Ambiguities in Levin classes.</S> <S sid="39" ssid="20">It is not clear how much WordNet synsets should be expected to overlap with Levin classes, and preliminary indications are that there is a wide discrepancy (Dorr and Jones, 1996), (Jones and Onyshkevych, 1997), (Dorr, 1997).</S> <S sid="41" ssid="22">Of course, some Levin classes, such as braid (bob, braid, brush, clip, coldcream, comb, condition, crimp, crop, curl, etc.) are clearly not intended to be synonymous, which at least partly explains the lack of overlap be? tween Levin and WordNet.</S> <S sid="82" ssid="36">Since intersective classes were built using membership lists rather than the set of defining alterna? tions, they were similarly incomplete.</S> <S sid="83" ssid="37">This is an obvious shortcoming of the current implementation of intersec? tive classes, and might affect the choice of 3 as a relevance cutoff in later implementations.</S> <S sid="117" ssid="31">It would be straight? forward to augment it with pointers indicating which senses are basic to a class of verbs and which can be generated automatically, and in? clude corresponding syntactic information.</S> <S sid="122" ssid="36">The two classes differ in that roll verbs relate to manners of motion charac? teristic of inanimate entities, while run verbs describe manners in which animate entities can move.</S>  | Discourse Facet: Method_Citation | Annotator: Ankita Patel |
Citance Number: 28 | Reference Article: P98-1046.xml | Citing Article: W11-0910.xml | Citation Marker Offset: ['59'] | Citation Marker: Dang et al., 1998 | Citation Offset: ['59'] | Citation Text: <S sid="59" ssid="32">Complicating the issue is the phenomenon of regular sense extensions (Dang et al., 1998), where what once may have been coercion has become entrenched and is now seen as a different sense of the verb.</S> | Reference Offset: ['51' , '61' , '136' , '122' , '124' ] | Reference Text: <S sid="51" ssid="5">The sole member of this intersection is the verb draw.</S> <S sid="61" ssid="15">Figure 1: Algorithm for identifying relevant semantic-class intersections We then reclassified the verbs in the database as follows.</S> <S sid="136" ssid="50">Table 1 shows how these Portuguese verbs natu? rally cluster into two different subclasses, based on their ability to take the conative and apart alternations as well as path prepositions.</S> <S sid="122" ssid="36">The two classes differ in that roll verbs relate to manners of motion charac? teristic of inanimate entities, while run verbs describe manners in which animate entities can move.</S> <S sid="124" ssid="38">When a roll verb occurs in the tran? sitive (Bill moved the box across the room), the subject physically causes the object to move, whereas the subject of a transitive run verb merely induces the object to move (the coach ran the athlete around the track).</S>  | Discourse Facet: Method_Citation | Annotator: Ankita Patel |
Citance Number: 29 | Reference Article: P98-1046.xml | Citing Article: W99-0503.xml | Citation Marker Offset: ['7'] | Citation Marker: Dang et al , 1998 | Citation Offset: ['7'] | Citation Text: <S sid="7" ssid="3">, 1990, Dang et al , 1998) To address these 1ssues, we suggest that one can tram an automatic classifier for verbs on the bast'S of stattst1cal apprm..</S> | Reference Offset: ['43' , '51' , '77' , '136' , '122' , '124' , '27' , '42' , '43' , '51' , '61' , '77' , '136' , '122' , '124' ] | Reference Text: <S sid="43" ssid="24">For in? stance, carry verbs are described as not taking the conative, *The mother carried at the baby, and yet many of the verbs in the carry class {push, pull, tug, shove, kick) are also listed in the push/pull class, which does take the cona? tive.</S> <S sid="51" ssid="5">The sole member of this intersection is the verb draw.</S> <S sid="77" ssid="31">(carry verb implies causation of accompa? nied motion, no separation) 2.</S> <S sid="136" ssid="50">Table 1 shows how these Portuguese verbs natu? rally cluster into two different subclasses, based on their ability to take the conative and apart alternations as well as path prepositions.</S> <S sid="122" ssid="36">The two classes differ in that roll verbs relate to manners of motion charac? teristic of inanimate entities, while run verbs describe manners in which animate entities can move.</S> <S sid="124" ssid="38">When a roll verb occurs in the tran? sitive (Bill moved the box across the room), the subject physically causes the object to move, whereas the subject of a transitive run verb merely induces the object to move (the coach ran the athlete around the track).</S> <S sid="27" ssid="8">The distribution of syntactic frames in which a verb can appear determines its class member? ship.</S> <S sid="42" ssid="23">The association of sets of syntactic frames with individual verbs in each class is not as straightforward as one might suppose.</S> <S sid="43" ssid="24">For in? stance, carry verbs are described as not taking the conative, *The mother carried at the baby, and yet many of the verbs in the carry class {push, pull, tug, shove, kick) are also listed in the push/pull class, which does take the cona? tive.</S> <S sid="51" ssid="5">The sole member of this intersection is the verb draw.</S> <S sid="61" ssid="15">Figure 1: Algorithm for identifying relevant semantic-class intersections We then reclassified the verbs in the database as follows.</S> <S sid="77" ssid="31">(carry verb implies causation of accompa? nied motion, no separation) 2.</S> <S sid="136" ssid="50">Table 1 shows how these Portuguese verbs natu? rally cluster into two different subclasses, based on their ability to take the conative and apart alternations as well as path prepositions.</S> <S sid="122" ssid="36">The two classes differ in that roll verbs relate to manners of motion charac? teristic of inanimate entities, while run verbs describe manners in which animate entities can move.</S> <S sid="124" ssid="38">When a roll verb occurs in the tran? sitive (Bill moved the box across the room), the subject physically causes the object to move, whereas the subject of a transitive run verb merely induces the object to move (the coach ran the athlete around the track).</S>  | Discourse Facet: Method_Citation | Annotator: Ankita Patel |
Citance Number: 3 | Reference Article: P98-1046.xml | Citing Article: C00-2118.xml | Citation Marker Offset: ['211'] | Citation Marker: Dang ct a!., 1998 | Citation Offset: ['211'] | Citation Text: <S sid="211" ssid="162">\tVe think that many cases of am? biguous classification of verb types can be ad? dressed with the notion of intersedive sets in? troduced by (Dang ct a!., 1998).</S> | Reference Offset: ['42' , '51' , '61' , '136' , '122' , '124' ] | Reference Text: <S sid="42" ssid="23">The association of sets of syntactic frames with individual verbs in each class is not as straightforward as one might suppose.</S> <S sid="51" ssid="5">The sole member of this intersection is the verb draw.</S> <S sid="61" ssid="15">Figure 1: Algorithm for identifying relevant semantic-class intersections We then reclassified the verbs in the database as follows.</S> <S sid="136" ssid="50">Table 1 shows how these Portuguese verbs natu? rally cluster into two different subclasses, based on their ability to take the conative and apart alternations as well as path prepositions.</S> <S sid="122" ssid="36">The two classes differ in that roll verbs relate to manners of motion charac? teristic of inanimate entities, while run verbs describe manners in which animate entities can move.</S> <S sid="124" ssid="38">When a roll verb occurs in the tran? sitive (Bill moved the box across the room), the subject physically causes the object to move, whereas the subject of a transitive run verb merely induces the object to move (the coach ran the athlete around the track).</S>  | Discourse Facet: Method_Citation | Annotator: Ankita Patel |
